geo_id,n_male,n_female,industry_code
CT00004,2,3,Commercial
CT00004,2,1,Commercial
CT00004,3,2,Commercial
CT00004,6,0,Commercial
CT00004,2,1,Commercial
CT00004,4,0,Commercial
CT00004,0,1,Commercial
CT00004,1,1,Commercial
CT00004,3,0,Commercial
CT00004,1,1,Commercial
CT00004,7,3,Commercial
CT00004,2,0,Commercial
CT00004,3,2,Commercial
CT00004,1,0,Commercial
CT00004,4,0,Commercial
CT00004,3,0,Commercial
CT00004,2,1,Commercial
CT00004,2,1,Commercial
CT00004,5,0,Commercial
CT00004,3,0,Commercial
CT00004,5,1,Commercial
CT00004,3,2,Commercial
CT00004,2,0,Commercial
CT00004,2,2,Commercial
CT00004,3,2,Commercial
CT00004,4,2,Commercial
CT00004,1,1,Commercial
CT00004,2,0,Commercial
CT00004,2,0,Commercial
CT00004,7,0,Commercial
CT00004,5,1,Commercial
CT00004,2,2,Commercial
CT00004,3,0,Commercial
CT00004,1,0,Commercial
CT00004,2,1,Commercial
CT00004,2,2,Commercial
CT00004,2,1,Commercial
CT00004,0,1,Commercial
CT00004,5,2,Commercial
CT00004,4,1,Commercial
CT00004,4,2,Commercial
CT00004,3,0,Commercial
CT00004,1,0,Commercial
CT00004,3,1,Commercial
CT00004,2,0,Commercial
CT00004,1,0,Commercial
CT00004,6,0,Commercial
CT00004,4,1,Commercial
CT00004,2,3,Commercial
CT00004,6,2,Commercial
CT00004,7,1,Commercial
CT00004,4,1,Commercial
CT00004,1,2,Commercial
CT00004,1,0,Commercial
CT00004,2,1,Commercial
CT00004,4,1,Commercial
CT00004,3,2,Commercial
CT00004,8,0,Commercial
CT00004,4,2,Commercial
CT00004,7,1,Commercial
CT00004,1,3,Commercial
CT00004,2,2,Commercial
CT00004,2,1,Commercial
CT00004,5,2,Commercial
CT00004,2,3,Commercial
CT00004,3,0,Commercial
CT00004,2,0,Commercial
CT00004,3,1,Commercial
CT00004,6,0,Commercial
CT00004,0,2,Commercial
CT00004,2,2,Commercial
CT00004,5,3,Commercial
CT00004,2,0,Commercial
CT00004,1,0,Commercial
CT00004,5,1,Commercial
CT00004,1,2,Commercial
CT00004,1,0,Commercial
CT00004,3,0,Commercial
CT00004,2,0,Commercial
CT00004,1,1,Commercial
CT00004,3,0,Commercial
CT00004,1,0,Commercial
CT00004,1,0,Commercial
CT00004,2,0,Commercial
CT00004,4,0,Commercial
CT00004,3,0,Commercial
CT00004,1,0,Commercial
CT00004,5,0,Commercial
CT00004,2,0,Commercial
CT00004,6,0,Commercial
CT00004,2,0,Commercial
CT00004,2,0,Commercial
CT00004,4,0,Commercial
CT00004,2,0,Commercial
CT00004,7,0,Commercial
CT00004,2,0,Commercial
CT00004,1,0,Commercial
CT00004,5,0,Commercial
CT00004,3,0,Commercial
CT00004,2,0,Commercial
CT00004,1,0,Commercial
CT00004,1,0,Commercial
CT00004,2,0,Commercial
CT00004,2,0,Commercial
CT00004,2,0,Commercial
CT00004,3,0,Commercial
CT00004,1,0,Commercial
CT00004,1,0,Commercial
CT00004,1,0,Commercial
CT00005,7,0,Commercial
CT00005,5,0,Commercial
CT00005,6,1,Commercial
CT00005,2,0,Commercial
CT00005,1,1,Commercial
CT00005,6,3,Commercial
CT00005,1,0,Commercial
CT00005,2,2,Commercial
CT00005,3,0,Commercial
CT00005,2,0,Commercial
CT00005,3,1,Commercial
CT00005,0,1,Commercial
CT00006,5,1,Commercial
CT00006,2,0,Commercial
CT00006,5,0,Commercial
CT00006,6,2,Commercial
CT00006,5,0,Commercial
CT00006,1,0,Commercial
CT00006,5,0,Commercial
CT00006,3,0,Commercial
CT00006,4,0,Commercial
CT00006,6,1,Commercial
CT00006,2,3,Commercial
CT00007,1,0,Commercial
CT00007,5,0,Commercial
CT00007,2,1,Commercial
CT00007,1,0,Commercial
CT00007,5,0,Commercial
CT00007,2,0,Commercial
CT00007,4,0,Commercial
CT00007,1,1,Commercial
CT00007,0,2,Commercial
CT00007,4,1,Commercial
CT00007,3,0,Commercial
CT00007,4,1,Commercial
CT00007,8,0,Commercial
CT00007,3,0,Commercial
CT00007,2,0,Commercial
CT00007,3,2,Commercial
CT00007,2,0,Commercial
CT00007,4,0,Commercial
CT00007,2,2,Commercial
CT00007,2,2,Commercial
CT00007,1,1,Commercial
CT00007,5,1,Commercial
CT00007,5,0,Commercial
CT00007,2,1,Commercial
CT00007,4,1,Commercial
CT00007,4,3,Commercial
CT00007,2,0,Commercial
CT00008,4,0,Commercial
CT00008,3,2,Commercial
CT00008,7,0,Commercial
CT00008,2,1,Commercial
CT00008,3,1,Commercial
CT00008,0,1,Commercial
CT00008,1,2,Commercial
CT00008,1,2,Commercial
CT00008,1,0,Commercial
CT00008,2,0,Commercial
CT00008,5,1,Commercial
CT00008,5,0,Commercial
CT00008,0,1,Commercial
CT00008,3,2,Commercial
CT00008,3,0,Commercial
CT00008,3,0,Commercial
CT00008,1,0,Commercial
CT00008,4,0,Commercial
CT00008,4,0,Commercial
CT00008,4,2,Commercial
CT00008,4,2,Commercial
CT00008,2,0,Commercial
CT00008,4,1,Commercial
CT00008,5,0,Commercial
CT00008,1,1,Commercial
CT00008,3,1,Commercial
CT00008,1,0,Commercial
CT00008,1,0,Commercial
CT00008,0,3,Commercial
CT00008,7,1,Commercial
CT00008,1,2,Commercial
CT00008,4,0,Commercial
CT00008,7,2,Commercial
CT00008,4,1,Commercial
CT00008,4,2,Commercial
CT00008,3,4,Commercial
CT00008,1,1,Commercial
CT00008,6,1,Commercial
CT00008,2,1,Commercial
CT00008,1,0,Commercial
CT00008,4,0,Commercial
CT00008,4,1,Commercial
CT00008,1,0,Commercial
CT00008,1,1,Commercial
CT00008,4,2,Commercial
CT00008,2,1,Commercial
CT00008,4,0,Commercial
CT00008,0,4,Commercial
CT00008,1,1,Commercial
CT00008,3,1,Commercial
CT00008,3,0,Commercial
CT00008,3,0,Commercial
CT00008,2,3,Commercial
CT00008,4,0,Commercial
CT00008,3,1,Commercial
CT00008,4,0,Commercial
CT00008,3,0,Commercial
CT00008,3,0,Commercial
CT00008,5,0,Commercial
CT00008,4,0,Commercial
CT00008,1,0,Commercial
CT00008,2,0,Commercial
CT00008,3,0,Commercial
CT00008,5,0,Commercial
CT00008,4,0,Commercial
CT00008,5,0,Commercial
CT00008,4,0,Commercial
CT00009,1,0,Commercial
CT00009,3,1,Commercial
CT00009,6,0,Commercial
CT00009,3,5,Commercial
CT00009,2,0,Commercial
CT00009,1,0,Commercial
CT00009,1,1,Commercial
CT00009,1,0,Commercial
CT00009,5,1,Commercial
CT00009,1,2,Commercial
CT00009,1,2,Commercial
CT00009,6,2,Commercial
CT00009,1,0,Commercial
CT00009,5,2,Commercial
CT00009,6,0,Commercial
CT00009,9,2,Commercial
CT00009,4,0,Commercial
CT00009,2,0,Commercial
CT00009,5,1,Commercial
CT00009,5,0,Commercial
CT00009,2,2,Commercial
CT00009,5,2,Commercial
CT00009,4,1,Commercial
CT00009,5,1,Commercial
CT00009,3,1,Commercial
CT00009,5,0,Commercial
CT00009,1,2,Commercial
CT00009,2,2,Commercial
CT00009,3,0,Commercial
CT00009,6,2,Commercial
CT00009,1,0,Commercial
CT00009,1,2,Commercial
CT00009,5,3,Commercial
CT00009,2,1,Commercial
CT00009,1,1,Commercial
CT00009,3,1,Commercial
CT00009,5,0,Commercial
CT00009,1,1,Commercial
CT00009,1,2,Commercial
CT00009,6,1,Commercial
CT00009,4,2,Commercial
CT00009,1,0,Commercial
CT00009,5,1,Commercial
CT00009,2,1,Commercial
CT00009,1,0,Commercial
CT00009,5,1,Commercial
CT00009,3,1,Commercial
CT00009,4,2,Commercial
CT00009,1,2,Commercial
CT00009,3,2,Commercial
CT00009,3,1,Commercial
CT00009,4,0,Commercial
CT00009,6,0,Commercial
CT00009,0,3,Commercial
CT00009,0,3,Commercial
CT00009,4,1,Commercial
CT00009,0,1,Commercial
CT00009,3,0,Commercial
CT00009,10,0,Commercial
CT00009,1,0,Commercial
CT00009,2,0,Commercial
CT00009,5,0,Commercial
CT00009,2,0,Commercial
CT00009,3,0,Commercial
CT00009,1,0,Commercial
CT00009,1,0,Commercial
CT00009,3,0,Commercial
CT00009,3,0,Commercial
CT00009,2,0,Commercial
CT00010,2,0,Commercial
CT00010,3,0,Commercial
CT00010,6,0,Commercial
CT00010,1,0,Commercial
CT00010,3,2,Commercial
CT00010,3,0,Commercial
CT00010,3,0,Commercial
CT00010,3,1,Commercial
CT00010,1,1,Commercial
CT00010,1,1,Commercial
CT00010,4,1,Commercial
CT00010,1,1,Commercial
CT00010,3,3,Commercial
CT00010,3,1,Commercial
CT00010,6,0,Commercial
CT00010,2,2,Commercial
CT00010,4,2,Commercial
CT00010,6,2,Commercial
CT00010,3,1,Commercial
CT00010,5,0,Commercial
CT00010,5,1,Commercial
CT00010,2,1,Commercial
CT00010,5,1,Commercial
CT00010,7,2,Commercial
CT00010,2,0,Commercial
CT00010,3,0,Commercial
CT00010,1,2,Commercial
CT00010,2,0,Commercial
CT00010,5,0,Commercial
CT00010,1,1,Commercial
CT00010,4,0,Commercial
CT00010,3,0,Commercial
CT00010,0,2,Commercial
CT00010,2,0,Commercial
CT00010,4,0,Commercial
CT00010,2,1,Commercial
CT00010,7,0,Commercial
CT00010,1,0,Commercial
CT00010,3,3,Commercial
CT00010,3,0,Commercial
CT00010,1,0,Commercial
CT00010,3,0,Commercial
CT00010,7,2,Commercial
CT00010,4,1,Commercial
CT00010,1,0,Commercial
CT00010,3,0,Commercial
CT00010,4,4,Commercial
CT00010,2,0,Commercial
CT00010,1,1,Commercial
CT00010,2,0,Commercial
CT00010,3,1,Commercial
CT00010,3,1,Commercial
CT00010,1,2,Commercial
CT00010,2,1,Commercial
CT00010,1,1,Commercial
CT00010,2,0,Commercial
CT00010,1,2,Commercial
CT00010,5,3,Commercial
CT00010,4,2,Commercial
CT00010,4,0,Commercial
CT00010,3,0,Commercial
CT00010,5,1,Commercial
CT00010,6,0,Commercial
CT00010,6,1,Commercial
CT00010,3,1,Commercial
CT00010,3,0,Commercial
CT00010,4,3,Commercial
CT00010,2,2,Commercial
CT00010,5,0,Commercial
CT00010,4,2,Commercial
CT00010,6,0,Commercial
CT00010,1,0,Commercial
CT00010,3,0,Commercial
CT00010,2,0,Commercial
CT00010,2,1,Commercial
CT00010,3,0,Commercial
CT00010,1,0,Commercial
CT00010,3,0,Commercial
CT00010,1,2,Commercial
CT00010,4,0,Commercial
CT00010,1,2,Commercial
CT00010,1,0,Commercial
CT00010,5,0,Commercial
CT00010,3,2,Commercial
CT00011,3,2,Commercial
CT00011,2,1,Commercial
CT00011,2,0,Commercial
CT00011,3,1,Commercial
CT00011,4,1,Commercial
CT00011,2,0,Commercial
CT00011,3,1,Commercial
CT00011,6,0,Commercial
CT00011,2,0,Commercial
CT00011,2,0,Commercial
CT00012,5,1,Commercial
CT00012,2,0,Commercial
CT00012,4,0,Commercial
CT00012,1,1,Commercial
CT00012,3,1,Commercial
CT00012,1,0,Commercial
CT00012,7,0,Commercial
CT00012,1,0,Commercial
CT00012,4,0,Commercial
CT00012,5,1,Commercial
CT00012,3,1,Commercial
CT00012,2,0,Commercial
CT00012,4,1,Commercial
CT00012,2,1,Commercial
CT00012,7,2,Commercial
CT00012,4,0,Commercial
CT00012,1,4,Commercial
CT00012,0,3,Commercial
CT00013,6,0,Commercial
CT00013,6,1,Commercial
CT00013,2,0,Commercial
CT00013,1,3,Commercial
CT00013,4,0,Commercial
CT00013,5,0,Commercial
CT00013,1,0,Commercial
CT00013,6,0,Commercial
CT00013,5,1,Commercial
CT00013,1,0,Commercial
CT00013,1,1,Commercial
CT00013,3,2,Commercial
CT00013,3,1,Commercial
CT00013,7,1,Commercial
CT00013,2,0,Commercial
CT00013,2,0,Commercial
CT00013,2,3,Commercial
CT00013,0,3,Commercial
CT00013,2,1,Commercial
CT00013,3,1,Commercial
CT00013,4,1,Commercial
CT00013,1,0,Commercial
CT00013,5,0,Commercial
CT00013,1,1,Commercial
CT00013,3,0,Commercial
CT00013,2,3,Commercial
CT00013,6,0,Commercial
CT00013,8,2,Commercial
CT00013,5,1,Commercial
CT00013,1,0,Commercial
CT00013,1,0,Commercial
CT00014,2,0,Commercial
CT00014,2,0,Commercial
CT00014,3,1,Commercial
CT00014,2,0,Commercial
CT00014,4,1,Commercial
CT00014,1,2,Commercial
CT00014,5,1,Commercial
CT00014,4,3,Commercial
CT00014,3,1,Commercial
CT00014,0,2,Commercial
CT00014,7,0,Commercial
CT00014,2,2,Commercial
CT00014,1,1,Commercial
CT00014,1,1,Commercial
CT00014,0,4,Commercial
CT00014,3,2,Commercial
CT00014,2,1,Commercial
CT00014,3,0,Commercial
CT00014,1,1,Commercial
CT00014,3,1,Commercial
CT00014,3,2,Commercial
CT00014,6,1,Commercial
CT00014,1,0,Commercial
CT00014,3,1,Commercial
CT00014,3,0,Commercial
CT00014,4,1,Commercial
CT00014,1,0,Commercial
CT00014,3,0,Commercial
CT00014,2,2,Commercial
CT00014,1,1,Commercial
CT00014,1,1,Commercial
CT00014,4,1,Commercial
CT00014,4,2,Commercial
CT00014,2,0,Commercial
CT00014,3,0,Commercial
CT00014,2,1,Commercial
CT00014,5,1,Commercial
CT00014,2,0,Commercial
CT00014,2,0,Commercial
CT00014,3,1,Commercial
CT00014,5,1,Commercial
CT00014,1,0,Commercial
CT00014,1,0,Commercial
CT00014,2,1,Commercial
CT00014,3,3,Commercial
CT00014,4,1,Commercial
CT00014,5,0,Commercial
CT00014,3,1,Commercial
CT00014,5,1,Commercial
CT00014,0,1,Commercial
CT00014,3,1,Commercial
CT00014,3,1,Commercial
CT00014,5,0,Commercial
CT00014,4,0,Commercial
CT00014,5,1,Commercial
CT00014,9,2,Commercial
CT00014,5,0,Commercial
CT00014,5,2,Commercial
CT00014,3,1,Commercial
CT00014,1,0,Commercial
CT00014,1,1,Commercial
CT00014,1,0,Commercial
CT00014,4,0,Commercial
CT00014,3,0,Commercial
CT00014,3,0,Commercial
CT00014,2,0,Commercial
CT00014,2,1,Commercial
CT00014,1,0,Commercial
CT00014,3,0,Commercial
CT00014,2,1,Commercial
CT00014,2,0,Commercial
CT00014,2,1,Commercial
CT00014,1,2,Commercial
CT00014,1,2,Commercial
CT00014,2,2,Commercial
CT00014,6,0,Commercial
CT00014,4,0,Commercial
CT00014,4,3,Commercial
CT00014,3,3,Commercial
CT00014,3,0,Commercial
CT00014,4,1,Commercial
CT00014,7,0,Commercial
CT00014,4,0,Commercial
CT00014,3,0,Commercial
CT00014,3,1,Commercial
CT00014,5,2,Commercial
CT00014,2,0,Commercial
CT00014,2,1,Commercial
CT00014,3,1,Commercial
CT00014,2,1,Commercial
CT00014,6,3,Commercial
CT00014,2,1,Commercial
CT00014,3,0,Commercial
CT00014,2,1,Commercial
CT00014,3,2,Commercial
CT00014,5,2,Commercial
CT00014,4,1,Commercial
CT00014,0,1,Commercial
CT00014,0,1,Commercial
CT00014,4,1,Commercial
CT00014,1,0,Commercial
CT00014,3,1,Commercial
CT00014,2,0,Commercial
CT00014,1,0,Commercial
CT00014,3,2,Commercial
CT00014,2,1,Commercial
CT00014,4,1,Commercial
CT00014,4,0,Commercial
CT00014,5,0,Commercial
CT00014,2,1,Commercial
CT00014,3,0,Commercial
CT00014,1,0,Commercial
CT00014,1,0,Commercial
CT00015,5,0,Commercial
CT00015,3,1,Commercial
CT00015,3,0,Commercial
CT00015,1,0,Commercial
CT00015,0,1,Commercial
CT00015,3,1,Commercial
CT00015,2,1,Commercial
CT00015,4,0,Commercial
CT00015,2,0,Commercial
CT00015,7,2,Commercial
CT00015,1,2,Commercial
CT00015,1,1,Commercial
CT00015,3,1,Commercial
CT00015,5,0,Commercial
CT00015,7,1,Commercial
CT00015,2,0,Commercial
CT00015,1,0,Commercial
CT00015,2,2,Commercial
CT00016,3,0,Commercial
CT00016,5,0,Commercial
CT00016,3,0,Commercial
CT00016,6,0,Commercial
CT00016,2,0,Commercial
CT00016,1,0,Commercial
CT00016,1,1,Commercial
CT00016,2,0,Commercial
CT00016,3,0,Commercial
CT00016,4,0,Commercial
CT00016,1,0,Commercial
CT00016,1,1,Commercial
CT00016,5,1,Commercial
CT00016,5,0,Commercial
CT00016,1,0,Commercial
CT00016,2,0,Commercial
CT00016,2,1,Commercial
CT00016,2,1,Commercial
CT00016,1,0,Commercial
CT00016,1,1,Commercial
CT00016,3,3,Commercial
CT00016,1,1,Commercial
CT00016,2,1,Commercial
CT00016,5,0,Commercial
CT00016,5,1,Commercial
CT00016,3,1,Commercial
CT00016,4,1,Commercial
CT00016,7,1,Commercial
CT00016,6,1,Commercial
CT00016,5,2,Commercial
CT00016,1,1,Commercial
CT00016,4,1,Commercial
CT00016,3,2,Commercial
CT00016,3,0,Commercial
CT00016,1,1,Commercial
CT00016,2,1,Commercial
CT00016,3,1,Commercial
CT00016,1,1,Commercial
CT00016,6,2,Commercial
CT00016,4,1,Commercial
CT00016,3,1,Commercial
CT00016,1,1,Commercial
CT00016,6,1,Commercial
CT00016,7,0,Commercial
CT00016,3,1,Commercial
CT00016,1,1,Commercial
CT00016,6,0,Commercial
CT00016,3,0,Commercial
CT00016,3,1,Commercial
CT00016,1,1,Commercial
CT00016,2,1,Commercial
CT00016,3,1,Commercial
CT00016,2,0,Commercial
CT00016,5,0,Commercial
CT00016,4,1,Commercial
CT00016,4,4,Commercial
CT00016,3,4,Commercial
CT00016,4,1,Commercial
CT00016,0,1,Commercial
CT00016,2,0,Commercial
CT00016,4,2,Commercial
CT00016,1,0,Commercial
CT00016,7,1,Commercial
CT00016,1,1,Commercial
CT00016,2,0,Commercial
CT00016,3,0,Commercial
CT00016,3,1,Commercial
CT00016,3,1,Commercial
CT00016,5,2,Commercial
CT00016,3,0,Commercial
CT00016,2,0,Commercial
CT00016,4,1,Commercial
CT00016,3,1,Commercial
CT00016,5,2,Commercial
CT00016,3,1,Commercial
CT00016,3,1,Commercial
CT00016,2,2,Commercial
CT00016,2,2,Commercial
CT00016,4,1,Commercial
CT00016,5,0,Commercial
CT00016,3,1,Commercial
CT00016,5,2,Commercial
CT00016,1,2,Commercial
CT00016,3,1,Commercial
CT00016,2,3,Commercial
CT00016,0,6,Commercial
CT00016,0,4,Commercial
CT00016,0,1,Commercial
CT00017,1,0,Commercial
CT00017,2,0,Commercial
CT00017,2,2,Commercial
CT00017,1,0,Commercial
CT00017,4,0,Commercial
CT00017,1,1,Commercial
CT00017,0,1,Commercial
CT00017,2,1,Commercial
CT00017,1,0,Commercial
CT00017,2,0,Commercial
CT00017,4,0,Commercial
CT00017,3,2,Commercial
CT00017,4,2,Commercial
CT00017,3,0,Commercial
CT00017,2,0,Commercial
CT00017,2,0,Commercial
CT00017,1,0,Commercial
CT00017,1,1,Commercial
CT00017,2,3,Commercial
CT00017,7,2,Commercial
CT00017,5,0,Commercial
CT00017,0,2,Commercial
CT00017,1,0,Commercial
CT00017,3,1,Commercial
CT00017,2,1,Commercial
CT00017,2,2,Commercial
CT00017,1,2,Commercial
CT00017,3,0,Commercial
CT00017,3,1,Commercial
CT00017,3,0,Commercial
CT00017,3,2,Commercial
CT00017,3,1,Commercial
CT00017,1,0,Commercial
CT00017,8,1,Commercial
CT00017,1,0,Commercial
CT00017,4,0,Commercial
CT00017,1,0,Commercial
CT00017,4,0,Commercial
CT00017,1,0,Commercial
CT00018,1,0,Commercial
CT00018,1,2,Commercial
CT00018,0,2,Commercial
CT00018,3,0,Commercial
CT00018,2,0,Commercial
CT00018,2,2,Commercial
CT00018,2,1,Commercial
CT00018,3,1,Commercial
CT00018,3,1,Commercial
CT00018,5,2,Commercial
CT00018,1,0,Commercial
CT00018,5,3,Commercial
CT00018,1,1,Commercial
CT00018,3,1,Commercial
CT00018,4,1,Commercial
CT00018,3,0,Commercial
CT00018,3,1,Commercial
CT00018,6,1,Commercial
CT00018,4,0,Commercial
CT00018,4,2,Commercial
CT00018,3,2,Commercial
CT00018,1,1,Commercial
CT00018,4,0,Commercial
CT00018,5,2,Commercial
CT00018,1,1,Commercial
CT00018,2,3,Commercial
CT00018,7,0,Commercial
CT00018,4,1,Commercial
CT00018,4,1,Commercial
CT00018,3,2,Commercial
CT00018,1,0,Commercial
CT00018,2,0,Commercial
CT00018,4,1,Commercial
CT00018,3,0,Commercial
CT00018,2,1,Commercial
CT00018,3,1,Commercial
CT00018,3,1,Commercial
CT00018,2,1,Commercial
CT00018,5,4,Commercial
CT00018,2,2,Commercial
CT00018,4,2,Commercial
CT00018,2,0,Commercial
CT00018,8,0,Commercial
CT00018,1,0,Commercial
CT00018,4,2,Commercial
CT00018,1,3,Commercial
CT00018,2,0,Commercial
CT00018,1,3,Commercial
CT00018,5,2,Commercial
CT00018,4,2,Commercial
CT00018,5,0,Commercial
CT00018,7,2,Commercial
CT00018,2,1,Commercial
CT00018,1,0,Commercial
CT00018,3,2,Commercial
CT00018,3,0,Commercial
CT00018,3,0,Commercial
CT00018,1,0,Commercial
CT00018,4,0,Commercial
CT00018,1,0,Commercial
CT00018,2,0,Commercial
CT00018,2,0,Commercial
CT00018,4,0,Commercial
CT00018,2,0,Commercial
CT00018,1,0,Commercial
CT00019,2,0,Commercial
CT00019,3,1,Commercial
CT00019,1,0,Commercial
CT00019,3,1,Commercial
CT00019,5,1,Commercial
CT00019,1,0,Commercial
CT00019,6,1,Commercial
CT00019,5,0,Commercial
CT00019,3,0,Commercial
CT00019,3,1,Commercial
CT00019,3,0,Commercial
CT00019,3,1,Commercial
CT00019,3,0,Commercial
CT00019,0,2,Commercial
CT00020,4,0,Commercial
CT00020,2,0,Commercial
CT00020,3,0,Commercial
CT00020,5,0,Commercial
CT00020,3,0,Commercial
CT00020,6,2,Commercial
CT00020,0,1,Commercial
CT00020,2,2,Commercial
CT00020,4,1,Commercial
CT00020,2,1,Commercial
CT00020,1,0,Commercial
CT00020,7,3,Commercial
CT00020,3,1,Commercial
CT00020,2,0,Commercial
CT00020,2,0,Commercial
CT00020,1,1,Commercial
CT00020,1,1,Commercial
CT00020,4,3,Commercial
CT00020,3,0,Commercial
CT00020,0,3,Commercial
CT00020,3,1,Commercial
CT00020,2,0,Commercial
CT00020,2,0,Commercial
CT00020,2,0,Commercial
CT00020,1,3,Commercial
CT00020,1,0,Commercial
CT00020,4,0,Commercial
CT00020,1,0,Commercial
CT00020,6,1,Commercial
CT00020,1,0,Commercial
CT00020,3,1,Commercial
CT00020,3,1,Commercial
CT00020,3,1,Commercial
CT00020,2,1,Commercial
CT00020,4,2,Commercial
CT00020,7,2,Commercial
CT00020,5,1,Commercial
CT00020,4,2,Commercial
CT00020,2,2,Commercial
CT00020,2,2,Commercial
CT00020,2,0,Commercial
CT00020,3,0,Commercial
CT00020,0,2,Commercial
CT00020,1,1,Commercial
CT00020,3,0,Commercial
CT00020,3,0,Commercial
CT00020,1,1,Commercial
CT00020,2,3,Commercial
CT00020,1,0,Commercial
CT00020,1,1,Commercial
CT00020,4,1,Commercial
CT00020,2,1,Commercial
CT00020,2,2,Commercial
CT00020,1,0,Commercial
CT00020,1,1,Commercial
CT00020,3,0,Commercial
CT00020,2,1,Commercial
CT00020,3,1,Commercial
CT00020,2,1,Commercial
CT00020,3,1,Commercial
CT00020,5,2,Commercial
CT00020,2,1,Commercial
CT00020,3,0,Commercial
CT00020,2,2,Commercial
CT00020,0,2,Commercial
CT00020,4,1,Commercial
CT00020,3,1,Commercial
CT00020,2,1,Commercial
CT00020,1,1,Commercial
CT00020,4,3,Commercial
