person_id,age,sex,geo_unit
444,0,female,CT00014
452,0,female,CT00014
455,0,female,CT00014
456,0,female,CT00014
461,0,female,CT00014
462,0,female,CT00014
463,0,female,CT00014
468,0,female,CT00014
470,0,female,CT00014
471,0,female,CT00014
472,0,female,CT00014
476,0,female,CT00014
478,0,female,CT00014
481,0,female,CT00014
483,0,female,CT00014
485,0,female,CT00014
488,0,female,CT00014
489,0,female,CT00014
492,0,female,CT00014
495,0,female,CT00015
496,0,female,CT00015
497,0,female,CT00015
499,0,female,CT00015
500,0,female,CT00015
502,0,female,CT00015
503,0,female,CT00015
505,0,female,CT00016
507,0,female,CT00016
509,0,female,CT00016
511,0,female,CT00016
514,0,female,CT00016
516,0,female,CT00016
517,0,female,CT00016
518,0,female,CT00016
519,0,female,CT00016
521,0,female,CT00016
522,0,female,CT00016
523,0,female,CT00016
525,0,female,CT00016
527,0,female,CT00016
529,0,female,CT00016
530,0,female,CT00016
533,0,female,CT00016
534,0,female,CT00016
537,0,female,CT00016
538,0,female,CT00016
539,0,female,CT00016
541,0,female,CT00016
547,0,female,CT00016
549,0,female,CT00016
550,0,female,CT00016
554,0,female,CT00016
555,0,female,CT00016
557,0,female,CT00016
558,0,female,CT00016
559,0,female,CT00016
561,0,female,CT00016
563,0,female,CT00016
565,0,female,CT00016
568,0,female,CT00016
571,0,female,CT00016
572,0,female,CT00016
573,0,female,CT00016
574,0,female,CT00016
581,0,female,CT00016
582,0,female,CT00016
584,0,female,CT00016
585,0,female,CT00017
589,0,female,CT00017
590,0,female,CT00017
592,0,female,CT00017
593,0,female,CT00017
595,0,female,CT00017
599,0,female,CT00017
600,0,female,CT00017
603,0,female,CT00017
604,0,female,CT00017
606,0,female,CT00017
608,0,female,CT00017
609,0,female,CT00017
610,0,female,CT00018
612,0,female,CT00018
614,0,female,CT00018
615,0,female,CT00018
617,0,female,CT00018
618,0,female,CT00018
620,0,female,CT00018
621,0,female,CT00018
622,0,female,CT00018
626,0,female,CT00018
628,0,female,CT00018
631,0,female,CT00018
632,0,female,CT00018
635,0,female,CT00018
638,0,female,CT00018
639,0,female,CT00018
641,0,female,CT00018
642,0,female,CT00018
643,0,female,CT00018
646,0,female,CT00018
648,0,female,CT00018
650,0,female,CT00018
651,0,female,CT00018
653,0,female,CT00018
658,0,female,CT00018
659,0,female,CT00018
661,0,female,CT00018
665,0,female,CT00018
670,0,female,CT00019
673,0,female,CT00020
675,0,female,CT00020
677,0,female,CT00020
678,0,female,CT00020
679,0,female,CT00020
681,0,female,CT00020
682,0,female,CT00020
684,0,female,CT00020
685,0,female,CT00020
686,0,female,CT00020
689,0,female,CT00020
690,0,female,CT00020
692,0,female,CT00020
694,0,female,CT00020
695,0,female,CT00020
696,0,female,CT00020
697,0,female,CT00020
698,0,female,CT00020
699,0,female,CT00020
702,0,female,CT00020
705,0,female,CT00020
708,0,female,CT00020
709,0,female,CT00020
710,0,female,CT00020
712,0,female,CT00020
713,0,female,CT00020
715,0,female,CT00020
719,0,female,CT00020
720,0,female,CT00020
722,0,female,CT00020
725,0,female,CT00020
728,0,female,CT00020
729,0,female,CT00020
731,0,female,CT00020
732,0,female,CT00020
736,0,female,CT00020
737,0,female,CT00020
738,0,female,CT00020
740,0,female,CT00020
741,0,female,CT00020
742,0,female,CT00020
743,0,female,CT00020
745,0,female,CT00020
746,0,female,CT00020
747,0,female,CT00020
748,0,female,CT00020
749,0,female,CT00020
751,0,female,CT00020
755,0,female,CT00020
756,0,female,CT00020
757,0,female,CT00020
759,0,female,CT00020
760,0,female,CT00020
761,0,female,CT00020
762,0,female,CT00020
764,0,female,CT00020
765,0,female,CT00020
768,0,female,CT00020
769,0,female,CT00020
773,0,female,CT00020
774,0,female,CT00020
775,0,female,CT00020
776,0,female,CT00020
777,0,female,CT00020
780,0,female,CT00020
783,0,female,CT00020
784,0,female,CT00020
785,0,female,CT00020
789,0,female,CT00020
790,0,female,CT00020
791,0,female,CT00020
792,0,female,CT00020
793,0,female,CT00020
794,0,female,CT00020
795,0,female,CT00020
796,0,female,CT00020
797,0,female,CT00020
799,0,female,CT00020
800,0,female,CT00020
802,0,female,CT00020
803,0,female,CT00020
805,0,female,CT00020
806,0,female,CT00020
808,0,female,CT00020
810,0,female,CT00020
811,0,female,CT00020
813,0,female,CT00020
817,0,female,CT00020
820,0,female,CT00020
821,0,female,CT00020
822,0,female,CT00020
823,0,female,CT00020
825,0,female,CT00020
827,0,female,CT00020
829,0,female,CT00020
831,0,female,CT00020
832,0,female,CT00020
833,0,female,CT00020
834,0,female,CT00020
835,0,female,CT00020
836,0,female,CT00020
837,0,female,CT00020
838,0,female,CT00020
841,0,female,CT00020
843,0,female,CT00020
844,0,female,CT00020
846,0,female,CT00020
849,0,female,CT00020
851,0,female,CT00020
854,0,female,CT00020
855,0,female,CT00020
859,0,female,CT00021
860,0,female,CT00021
862,0,female,CT00021
863,0,female,CT00021
864,0,female,CT00021
866,0,female,CT00021
867,0,female,CT00021
868,0,female,CT00021
869,0,female,CT00021
872,0,female,CT00021
873,0,female,CT00021
874,0,female,CT00021
877,0,female,CT00021
878,0,female,CT00021
884,0,female,CT00021
887,0,female,CT00021
888,0,female,CT00021
893,0,female,CT00021
896,0,female,CT00021
897,0,female,CT00021
898,0,female,CT00022
902,0,female,CT00022
911,0,female,CT00022
915,0,female,CT00022
917,0,female,CT00022
918,0,female,CT00022
919,0,female,CT00022
920,0,female,CT00022
921,0,female,CT00022
922,0,female,CT00023
924,0,female,CT00023
925,0,female,CT00023
926,0,female,CT00023
929,0,female,CT00023
930,0,female,CT00023
931,0,female,CT00023
932,0,female,CT00023
934,0,female,CT00023
937,0,female,CT00023
938,0,female,CT00023
941,0,female,CT00023
948,0,female,CT00023
950,0,female,CT00023
951,0,female,CT00023
952,0,female,CT00023
954,0,female,CT00023
956,0,female,CT00023
957,0,female,CT00023
960,0,female,CT00023
962,0,female,CT00023
963,0,female,CT00023
964,0,female,CT00023
968,0,female,CT00024
972,0,female,CT00024
973,0,female,CT00024
974,0,female,CT00024
979,0,female,CT00024
980,0,female,CT00024
981,0,female,CT00024
982,0,female,CT00024
983,0,female,CT00024
984,0,female,CT00024
985,0,female,CT00024
987,0,female,CT00024
988,0,female,CT00024
989,0,female,CT00024
990,0,female,CT00024
991,0,female,CT00024
992,0,female,CT00024
995,0,female,CT00024
996,0,female,CT00024
1002,0,female,CT00024
1004,0,female,CT00024
1005,0,female,CT00024
1007,0,female,CT00024
1008,0,female,CT00024
1010,0,female,CT00024
1011,0,female,CT00025
1012,0,female,CT00025
1013,0,female,CT00025
1016,0,female,CT00025
1017,0,female,CT00025
1018,0,female,CT00025
1020,0,female,CT00025
1021,0,female,CT00025
1022,0,female,CT00025
1023,0,female,CT00025
1024,0,female,CT00025
1025,0,female,CT00025
1027,0,female,CT00025
1029,0,female,CT00025
1030,0,female,CT00025
1033,0,female,CT00025
1034,0,female,CT00025
1035,0,female,CT00026
1037,0,female,CT00026
1038,0,female,CT00026
1039,0,female,CT00026
1041,0,female,CT00026
1044,0,female,CT00026
1047,0,female,CT00026
1049,0,female,CT00026
1060,0,female,CT00026
1063,0,female,CT00026
1064,0,female,CT00026
1066,0,female,CT00026
1068,0,female,CT00026
1070,0,female,CT00026
1071,0,female,CT00026
1073,0,female,CT00028
1079,0,female,CT00028
1080,0,female,CT00028
1088,0,female,CT00028
1093,0,female,CT00028
1096,0,female,CT00028
1097,0,female,CT00028
1098,0,female,CT00028
1101,0,female,CT00028
1103,0,female,CT00028
1104,0,female,CT00028
1106,0,female,CT00028
1107,0,female,CT00028
1108,0,female,CT00028
1112,0,female,CT00028
1114,0,female,CT00028
1115,0,female,CT00028
1116,0,female,CT00028
1117,0,female,CT00028
1121,0,female,CT00028
1123,0,female,CT00028
1125,0,female,CT00028
1127,0,female,CT00028
1128,0,female,CT00028
1134,0,female,CT00028
1135,0,female,CT00028
1136,0,female,CT00028
1137,0,female,CT00028
1140,0,female,CT00028
1142,0,female,CT00028
1143,0,female,CT00028
1144,0,female,CT00028
1145,0,female,CT00028
1147,0,female,CT00028
1148,0,female,CT00028
1150,0,female,CT00028
1151,0,female,CT00028
1152,0,female,CT00028
1153,0,female,CT00028
1154,0,female,CT00028
1155,0,female,CT00028
1156,0,female,CT00028
1157,0,female,CT00028
1158,0,female,CT00028
1159,0,female,CT00028
1163,0,female,CT00028
1164,0,female,CT00028
1165,0,female,CT00028
1166,0,female,CT00028
1167,0,female,CT00028
1172,0,female,CT00028
1174,0,female,CT00028
1175,0,female,CT00028
1178,0,female,CT00028
1179,0,female,CT00028
1180,0,female,CT00028
1181,0,female,CT00028
1183,0,female,CT00028
1184,0,female,CT00028
1186,0,female,CT00029
1187,0,female,CT00029
1192,0,female,CT00029
1193,0,female,CT00029
1194,0,female,CT00029
1197,0,female,CT00029
1203,0,female,CT00029
1204,0,female,CT00029
1205,0,female,CT00029
1207,0,female,CT00029
1208,0,female,CT00029
1214,0,female,CT00029
1215,0,female,CT00029
1216,0,female,CT00029
1217,0,female,CT00029
1218,0,female,CT00029
1219,0,female,CT00029
1221,0,female,CT00029
1222,0,female,CT00029
1223,0,female,CT00029
1224,0,female,CT00029
1225,0,female,CT00029
1229,0,female,CT00029
1230,0,female,CT00029
1231,0,female,CT00029
1233,0,female,CT00029
1234,0,female,CT00029
1236,0,female,CT00029
1239,0,female,CT00029
1240,0,female,CT00029
1241,0,female,CT00029
1243,0,female,CT00029
1244,0,female,CT00029
1247,0,female,CT00029
1249,0,female,CT00029
1250,0,female,CT00029
1251,0,female,CT00029
1253,0,female,CT00029
1257,0,female,CT00030
1259,0,female,CT00030
1260,0,female,CT00030
1263,0,female,CT00030
1266,0,female,CT00030
1267,0,female,CT00030
1268,0,female,CT00030
1270,0,female,CT00030
1275,0,female,CT00030
1276,0,female,CT00030
1279,0,female,CT00030
1280,0,female,CT00030
1282,0,female,CT00030
1283,0,female,CT00030
1285,0,female,CT00030
1286,0,female,CT00030
1287,0,female,CT00030
1288,0,female,CT00030
1298,0,female,CT00030
1299,0,female,CT00030
1300,0,female,CT00030
1302,0,female,CT00030
1305,0,female,CT00031
1306,0,female,CT00031
1308,0,female,CT00031
1310,0,female,CT00031
1311,0,female,CT00031
1314,0,female,CT00031
1315,0,female,CT00031
1317,0,female,CT00031
1318,0,female,CT00031
1319,0,female,CT00031
1322,0,female,CT00031
1324,0,female,CT00031
1325,0,female,CT00031
1327,0,female,CT00032
1329,0,female,CT00032
1331,0,female,CT00032
1334,0,female,CT00032
1336,0,female,CT00032
1337,0,female,CT00032
1339,0,female,CT00032
1340,0,female,CT00032
1341,0,female,CT00032
1342,0,female,CT00032
1343,0,female,CT00032
1344,0,female,CT00032
1345,0,female,CT00032
1346,0,female,CT00032
1347,0,female,CT00032
1348,0,female,CT00032
1352,0,female,CT00032
1353,0,female,CT00032
1354,0,female,CT00032
1357,0,female,CT00032
1358,0,female,CT00032
1360,0,female,CT00032
1361,0,female,CT00032
1368,0,female,CT00033
1371,0,female,CT00033
1372,0,female,CT00033
1373,0,female,CT00033
1375,0,female,CT00033
1380,0,female,CT00033
1384,0,female,CT00033
1385,0,female,CT00033
1386,0,female,CT00033
1389,0,female,CT00033
1392,0,female,CT00033
1393,0,female,CT00033
1395,0,female,CT00033
1396,0,female,CT00033
1399,0,female,CT00033
1400,0,female,CT00033
1402,0,female,CT00033
1403,0,female,CT00033
1404,0,female,CT00033
1411,0,female,CT00033
1413,0,female,CT00033
1414,0,female,CT00033
1417,0,female,CT00033
1419,0,female,CT00033
1420,0,female,CT00033
1423,0,female,CT00033
1425,0,female,CT00033
1426,0,female,CT00033
1428,0,female,CT00033
1429,0,female,CT00033
1431,0,female,CT00034
1432,0,female,CT00034
1433,0,female,CT00034
1437,0,female,CT00034
1443,0,female,CT00034
1447,0,female,CT00034
1453,0,female,CT00034
1457,0,female,CT00034
1458,0,female,CT00034
1460,0,female,CT00034
1462,0,female,CT00034
1463,0,female,CT00034
1465,0,female,CT00034
1467,0,female,CT00034
1468,0,female,CT00034
1469,0,female,CT00034
1472,0,female,CT00034
1473,0,female,CT00034
1474,0,female,CT00034
1477,0,female,CT00034
1479,0,female,CT00034
1480,0,female,CT00034
1481,0,female,CT00034
1482,0,female,CT00034
1483,0,female,CT00034
1485,0,female,CT00034
1486,0,female,CT00034
1489,0,female,CT00034
1493,0,female,CT00034
1496,0,female,CT00034
1498,0,female,CT00034
1501,0,female,CT00034
1502,0,female,CT00034
1503,0,female,CT00034
1507,0,female,CT00034
1510,0,female,CT00034
1511,0,female,CT00034
1515,0,female,CT00034
1516,0,female,CT00034
1518,0,female,CT00034
1519,0,female,CT00034
1525,0,female,CT00034
1526,0,female,CT00034
1527,0,female,CT00034
1532,0,female,CT00034
1534,0,female,CT00034
1537,0,female,CT00034
1539,0,female,CT00034
1542,0,female,CT00034
1546,0,female,CT00034
1548,0,female,CT00034
1549,0,female,CT00034
1552,0,female,CT00034
1556,0,female,CT00034
1561,0,female,CT00034
1562,0,female,CT00034
1565,0,female,CT00034
1566,0,female,CT00034
1568,0,female,CT00034
1571,0,female,CT00034
1574,0,female,CT00034
1577,0,female,CT00034
1578,0,female,CT00034
1583,0,female,CT00035
1584,0,female,CT00035
1585,0,female,CT00035
1586,0,female,CT00035
1588,0,female,CT00035
1589,0,female,CT00035
1592,0,female,CT00035
1597,0,female,CT00035
1598,0,female,CT00035
1599,0,female,CT00035
1605,0,female,CT00035
1607,0,female,CT00035
1609,0,female,CT00035
1610,0,female,CT00035
1611,0,female,CT00035
1612,0,female,CT00035
1614,0,female,CT00035
1615,0,female,CT00035
1616,0,female,CT00035
1617,0,female,CT00035
1620,0,female,CT00035
1622,0,female,CT00035
1624,0,female,CT00035
1625,0,female,CT00035
1627,0,female,CT00035
1628,0,female,CT00035
1629,0,female,CT00035
1630,0,female,CT00035
1631,0,female,CT00035
1635,0,female,CT00035
1637,0,female,CT00036
1640,0,female,CT00036
1646,0,female,CT00036
1647,0,female,CT00036
1651,0,female,CT00036
1653,0,female,CT00036
1655,0,female,CT00036
1656,0,female,CT00036
1657,0,female,CT00036
1658,0,female,CT00036
1662,0,female,CT00036
1663,0,female,CT00036
1664,0,female,CT00036
1670,0,female,CT00036
1674,0,female,CT00036
1675,0,female,CT00036
1676,0,female,CT00036
1677,0,female,CT00036
1678,0,female,CT00036
1679,0,female,CT00036
1681,0,female,CT00036
1682,0,female,CT00036
1683,0,female,CT00036
1687,0,female,CT00036
1692,0,female,CT00037
1694,0,female,CT00037
1695,0,female,CT00037
1697,0,female,CT00037
1698,0,female,CT00037
1701,0,female,CT00037
1702,0,female,CT00037
1703,0,female,CT00037
1704,0,female,CT00037
1705,0,female,CT00037
1706,0,female,CT00037
1707,0,female,CT00037
1713,0,female,CT00037
1714,0,female,CT00037
1715,0,female,CT00037
1716,0,female,CT00037
1719,0,female,CT00037
1721,0,female,CT00038
1722,0,female,CT00038
1723,0,female,CT00038
1724,0,female,CT00038
1725,0,female,CT00038
1727,0,female,CT00038
1728,0,female,CT00038
1731,0,female,CT00038
1732,0,female,CT00038
1733,0,female,CT00038
1734,0,female,CT00038
1735,0,female,CT00038
1736,0,female,CT00038
1739,0,female,CT00038
1742,0,female,CT00038
1743,0,female,CT00038
1744,0,female,CT00038
1749,0,female,CT00038
1759,0,female,CT00038
1760,0,female,CT00038
1765,0,female,CT00038
1766,0,female,CT00038
1767,0,female,CT00038
1770,0,female,CT00038
1771,0,female,CT00038
1774,0,female,CT00038
1776,0,female,CT00038
1777,0,female,CT00038
1779,0,female,CT00038
1780,0,female,CT00038
1781,0,female,CT00038
1782,0,female,CT00038
1783,0,female,CT00038
1785,0,female,CT00038
1787,0,female,CT00039
1789,0,female,CT00039
1790,0,female,CT00039
1791,0,female,CT00039
1794,0,female,CT00039
1797,0,female,CT00039
1799,0,female,CT00039
1800,0,female,CT00039
1801,0,female,CT00039
1804,0,female,CT00039
1806,0,female,CT00039
1807,0,female,CT00039
1810,0,female,CT00039
1811,0,female,CT00039
1812,0,female,CT00039
1816,0,female,CT00039
1817,0,female,CT00039
1819,0,female,CT00039
1821,0,female,CT00039
1823,0,female,CT00039
1827,0,female,CT00039
1828,0,female,CT00039
1829,0,female,CT00039
1831,0,female,CT00039
1832,0,female,CT00039
1833,0,female,CT00039
1834,0,female,CT00039
1835,0,female,CT00039
1842,0,female,CT00039
1844,0,female,CT00039
1848,0,female,CT00039
1859,0,female,CT00039
1860,0,female,CT00039
1862,0,female,CT00039
1864,0,female,CT00039
1865,0,female,CT00039
1870,0,female,CT00040
1872,0,female,CT00040
1876,0,female,CT00040
1877,0,female,CT00040
1878,0,female,CT00040
1880,0,female,CT00040
1885,0,female,CT00040
1886,0,female,CT00040
1888,0,female,CT00040
1893,0,female,CT00040
1894,0,female,CT00040
1895,0,female,CT00040
1899,0,female,CT00040
1900,0,female,CT00041
1903,0,female,CT00041
1904,0,female,CT00041
1908,0,female,CT00041
1910,0,female,CT00041
1912,0,female,CT00041
1914,0,female,CT00041
1917,0,female,CT00041
1918,0,female,CT00041
1919,0,female,CT00041
1920,0,female,CT00041
1921,0,female,CT00041
1922,0,female,CT00041
1925,0,female,CT00041
1926,0,female,CT00041
1927,0,female,CT00041
1933,0,female,CT00041
1934,0,female,CT00041
1937,0,female,CT00041
1940,0,female,CT00041
1943,0,female,CT00042
1945,0,female,CT00042
1947,0,female,CT00042
1948,0,female,CT00042
1950,0,female,CT00042
1955,0,female,CT00042
1957,0,female,CT00042
1959,0,female,CT00042
1960,0,female,CT00042
1961,0,female,CT00042
1962,0,female,CT00042
1963,0,female,CT00042
1965,0,female,CT00043
1967,0,female,CT00043
1968,0,female,CT00043
1970,0,female,CT00043
1971,0,female,CT00043
1973,0,female,CT00043
1974,0,female,CT00043
1976,0,female,CT00043
1977,0,female,CT00043
1978,0,female,CT00043
1981,0,female,CT00043
1985,0,female,CT00043
1987,0,female,CT00043
1993,0,female,CT00043
1994,0,female,CT00043
1995,0,female,CT00043
1996,0,female,CT00043
2004,0,female,CT00043
2009,0,female,CT00043
2011,0,female,CT00043
2013,0,female,CT00043
2016,0,female,CT00043
2022,0,female,CT00044
2023,0,female,CT00044
2025,0,female,CT00044
2029,0,female,CT00044
2030,0,female,CT00044
2031,0,female,CT00044
2034,0,female,CT00044
2036,0,female,CT00044
2040,0,female,CT00044
2043,0,female,CT00044
2045,0,female,CT00044
2046,0,female,CT00044
2049,0,female,CT00044
2050,0,female,CT00044
2051,0,female,CT00044
2054,0,female,CT00044
2057,0,female,CT00045
2059,0,female,CT00045
2061,0,female,CT00045
2062,0,female,CT00045
2063,0,female,CT00045
2064,0,female,CT00045
2068,0,female,CT00046
2069,0,female,CT00046
2070,0,female,CT00046
2071,0,female,CT00046
2072,0,female,CT00046
2073,0,female,CT00046
2076,0,female,CT00046
2080,0,female,CT00046
2081,0,female,CT00046
2083,0,female,CT00046
2086,0,female,CT00046
2087,0,female,CT00046
2091,0,female,CT00046
2092,0,female,CT00046
2095,0,female,CT00047
2096,0,female,CT00047
2098,0,female,CT00047
2099,0,female,CT00047
2102,0,female,CT00047
2103,0,female,CT00047
2104,0,female,CT00047
2106,0,female,CT00047
2109,0,female,CT00047
2110,0,female,CT00047
2111,0,female,CT00047
2114,0,female,CT00047
2115,0,female,CT00047
2116,0,female,CT00047
2118,0,female,CT00048
2120,0,female,CT00048
2121,0,female,CT00048
2124,0,female,CT00048
2126,0,female,CT00048
2127,0,female,CT00048
2128,0,female,CT00048
2129,0,female,CT00048
2131,0,female,CT00048
2139,0,female,CT00049
2143,0,female,CT00049
2144,0,female,CT00049
2145,0,female,CT00049
2149,0,female,CT00049
2150,0,female,CT00049
2151,0,female,CT00049
2152,0,female,CT00049
2157,0,female,CT00049
2158,0,female,CT00049
2162,0,female,CT00049
2163,0,female,CT00049
2164,0,female,CT00049
2168,0,female,CT00049
2169,0,female,CT00049
2172,0,female,CT00049
2173,0,female,CT00049
2175,0,female,CT00049
2178,0,female,CT00049
2179,0,female,CT00049
2180,0,female,CT00049
2181,0,female,CT00049
2183,0,female,CT00049
2185,0,female,CT00049
2186,0,female,CT00049
2187,0,female,CT00049
2189,0,female,CT00049
2190,0,female,CT00049
2192,0,female,CT00049
2194,0,female,CT00049
2199,0,female,CT00049
2202,0,female,CT00050
2206,0,female,CT00050
2207,0,female,CT00050
2208,0,female,CT00050
2209,0,female,CT00050
2210,0,female,CT00050
2214,0,female,CT00050
2215,0,female,CT00050
2216,0,female,CT00050
2218,0,female,CT00050
2219,0,female,CT00050
2222,0,female,CT00050
2225,0,female,CT00050
2229,0,female,CT00050
2231,0,female,CT00050
2233,0,female,CT00050
2236,0,female,CT00050
2237,0,female,CT00051
2239,0,female,CT00051
2243,0,female,CT00051
2244,0,female,CT00051
2246,0,female,CT00051
2247,0,female,CT00051
2251,0,female,CT00051
2254,0,female,CT00051
2255,0,female,CT00051
2257,0,female,CT00051
2258,0,female,CT00051
2260,0,female,CT00051
2262,0,female,CT00051
2265,0,female,CT00051
2266,0,female,CT00051
2268,0,female,CT00051
2269,0,female,CT00051
2271,0,female,CT00051
2273,0,female,CT00051
2275,0,female,CT00051
2276,0,female,CT00051
2277,0,female,CT00051
2278,0,female,CT00052
2279,0,female,CT00052
2280,0,female,CT00052
2282,0,female,CT00052
2288,0,female,CT00052
2289,0,female,CT00052
2290,0,female,CT00052
2291,0,female,CT00052
2292,0,female,CT00052
2293,0,female,CT00052
2295,0,female,CT00052
2298,0,female,CT00052
2299,0,female,CT00052
2300,0,female,CT00052
2306,0,female,CT00052
2308,0,female,CT00052
2311,0,female,CT00052
2318,0,female,CT00053
2319,0,female,CT00053
2320,0,female,CT00053
2322,0,female,CT00053
2323,0,female,CT00053
2324,0,female,CT00053
2326,0,female,CT00053
2327,0,female,CT00053
2329,0,female,CT00053
2330,0,female,CT00053
2332,0,female,CT00053
2333,0,female,CT00053
2334,0,female,CT00053
2335,0,female,CT00053
2339,0,female,CT00053
2340,0,female,CT00053
2341,0,female,CT00053
2343,0,female,CT00053
2344,0,female,CT00053
2346,0,female,CT00053
2349,0,female,CT00053
2352,0,female,CT00053
2356,0,female,CT00053
2357,0,female,CT00053
2360,0,female,CT00053
2364,0,female,CT00054
2365,0,female,CT00054
2366,0,female,CT00054
2367,0,female,CT00054
2368,0,female,CT00054
2378,0,female,CT00054
2384,0,female,CT00054
2385,0,female,CT00054
2386,0,female,CT00054
2387,0,female,CT00054
2388,0,female,CT00054
2390,0,female,CT00055
2391,0,female,CT00055
2393,0,female,CT00055
2394,0,female,CT00055
2395,0,female,CT00055
2400,0,female,CT00055
2402,0,female,CT00055
2403,0,female,CT00055
2404,0,female,CT00055
2405,0,female,CT00055
2407,0,female,CT00055
2410,0,female,CT00055
2411,0,female,CT00055
2412,0,female,CT00055
2414,0,female,CT00055
2415,0,female,CT00055
2416,0,female,CT00055
2420,0,female,CT00055
2424,0,female,CT00055
2426,0,female,CT00055
2430,0,female,CT00055
2431,0,female,CT00055
2432,0,female,CT00055
2433,0,female,CT00055
2435,0,female,CT00055
2437,0,female,CT00055
2438,0,female,CT00055
2440,0,female,CT00055
2445,0,female,CT00055
2446,0,female,CT00055
2448,0,female,CT00055
2455,0,female,CT00055
2457,0,female,CT00055
2458,0,female,CT00055
2460,0,female,CT00055
2464,0,female,CT00056
2465,0,female,CT00056
2469,0,female,CT00056
