geo_unit,n_male,n_female,industry_code,name
CT00009,3,0,Transport,Transport_CT00009_239
CT00009,3,0,Transport,Transport_CT00009_240
CT00009,5,2,Transport,Transport_CT00009_241
CT00010,6,0,Transport,Transport_CT00010_242
CT00010,8,1,Transport,Transport_CT00010_243
CT00010,4,0,Transport,Transport_CT00010_244
CT00010,3,1,Transport,Transport_CT00010_245
CT00010,6,0,Transport,Transport_CT00010_246
CT00010,6,0,Transport,Transport_CT00010_247
CT00010,9,2,Transport,Transport_CT00010_248
CT00010,6,1,Transport,Transport_CT00010_249
CT00010,4,0,Transport,Transport_CT00010_250
CT00010,8,0,Transport,Transport_CT00010_251
CT00010,9,0,Transport,Transport_CT00010_252
CT00010,4,1,Transport,Transport_CT00010_253
CT00010,4,0,Transport,Transport_CT00010_254
CT00010,4,0,Transport,Transport_CT00010_255
CT00010,5,0,Transport,Transport_CT00010_256
CT00010,5,0,Transport,Transport_CT00010_257
CT00010,5,0,Transport,Transport_CT00010_258
CT00010,3,0,Transport,Transport_CT00010_259
CT00010,5,0,Transport,Transport_CT00010_260
CT00010,4,0,Transport,Transport_CT00010_261
CT00010,5,0,Transport,Transport_CT00010_262
CT00010,6,0,Transport,Transport_CT00010_263
CT00010,7,0,Transport,Transport_CT00010_264
CT00010,7,0,Transport,Transport_CT00010_265
CT00010,6,1,Transport,Transport_CT00010_266
CT00010,4,0,Transport,Transport_CT00010_267
CT00010,6,0,Transport,Transport_CT00010_268
CT00010,6,0,Transport,Transport_CT00010_269
CT00010,3,0,Transport,Transport_CT00010_270
CT00010,9,0,Transport,Transport_CT00010_271
CT00010,4,0,Transport,Transport_CT00010_272
CT00010,3,1,Transport,Transport_CT00010_273
CT00010,5,0,Transport,Transport_CT00010_274
CT00010,7,0,Transport,Transport_CT00010_275
CT00010,4,1,Transport,Transport_CT00010_276
CT00010,4,0,Transport,Transport_CT00010_277
CT00010,3,0,Transport,Transport_CT00010_278
CT00010,6,0,Transport,Transport_CT00010_279
CT00010,5,0,Transport,Transport_CT00010_280
CT00011,5,0,Transport,Transport_CT00011_281
CT00011,5,0,Transport,Transport_CT00011_282
CT00011,3,0,Transport,Transport_CT00011_283
CT00011,4,1,Transport,Transport_CT00011_284
CT00011,7,0,Transport,Transport_CT00011_285
CT00012,2,0,Transport,Transport_CT00012_286
CT00012,2,0,Transport,Transport_CT00012_287
CT00012,6,0,Transport,Transport_CT00012_288
CT00012,4,0,Transport,Transport_CT00012_289
CT00012,2,0,Transport,Transport_CT00012_290
CT00012,3,0,Transport,Transport_CT00012_291
CT00012,5,0,Transport,Transport_CT00012_292
CT00012,5,2,Transport,Transport_CT00012_293
CT00012,8,0,Transport,Transport_CT00012_294
CT00012,5,0,Transport,Transport_CT00012_295
CT00012,4,0,Transport,Transport_CT00012_296
CT00013,2,1,Transport,Transport_CT00013_297
CT00013,1,1,Transport,Transport_CT00013_298
CT00013,5,0,Transport,Transport_CT00013_299
CT00013,4,0,Transport,Transport_CT00013_300
CT00013,5,1,Transport,Transport_CT00013_301
CT00013,3,0,Transport,Transport_CT00013_302
CT00013,6,1,Transport,Transport_CT00013_303
CT00013,4,0,Transport,Transport_CT00013_304
CT00013,5,0,Transport,Transport_CT00013_305
CT00013,7,0,Transport,Transport_CT00013_306
CT00013,3,0,Transport,Transport_CT00013_307
CT00013,5,0,Transport,Transport_CT00013_308
CT00013,3,0,Transport,Transport_CT00013_309
CT00013,4,0,Transport,Transport_CT00013_310
CT00013,3,0,Transport,Transport_CT00013_311
CT00013,4,0,Transport,Transport_CT00013_312
CT00013,2,0,Transport,Transport_CT00013_313
CT00013,10,0,Transport,Transport_CT00013_314
CT00013,4,0,Transport,Transport_CT00013_315
CT00014,4,0,Transport,Transport_CT00014_316
CT00014,4,0,Transport,Transport_CT00014_317
CT00014,4,0,Transport,Transport_CT00014_318
CT00014,3,1,Transport,Transport_CT00014_319
CT00014,4,0,Transport,Transport_CT00014_320
CT00014,4,0,Transport,Transport_CT00014_321
CT00014,6,1,Transport,Transport_CT00014_322
CT00014,2,0,Transport,Transport_CT00014_323
CT00014,8,0,Transport,Transport_CT00014_324
CT00014,8,0,Transport,Transport_CT00014_325
CT00014,6,1,Transport,Transport_CT00014_326
CT00014,3,0,Transport,Transport_CT00014_327
CT00014,5,0,Transport,Transport_CT00014_328
CT00014,2,0,Transport,Transport_CT00014_329
CT00014,3,0,Transport,Transport_CT00014_330
CT00014,1,0,Transport,Transport_CT00014_331
CT00014,6,1,Transport,Transport_CT00014_332
CT00014,9,0,Transport,Transport_CT00014_333
CT00014,6,1,Transport,Transport_CT00014_334
CT00014,7,0,Transport,Transport_CT00014_335
CT00014,6,0,Transport,Transport_CT00014_336
CT00014,5,0,Transport,Transport_CT00014_337
CT00014,6,0,Transport,Transport_CT00014_338
CT00014,3,0,Transport,Transport_CT00014_339
CT00014,4,0,Transport,Transport_CT00014_340
CT00014,5,0,Transport,Transport_CT00014_341
CT00014,6,0,Transport,Transport_CT00014_342
CT00014,6,0,Transport,Transport_CT00014_343
CT00014,6,0,Transport,Transport_CT00014_344
CT00014,1,0,Transport,Transport_CT00014_345
CT00014,5,1,Transport,Transport_CT00014_346
CT00014,3,0,Transport,Transport_CT00014_347
CT00014,5,0,Transport,Transport_CT00014_348
CT00014,5,0,Transport,Transport_CT00014_349
CT00014,4,0,Transport,Transport_CT00014_350
CT00014,3,0,Transport,Transport_CT00014_351
CT00014,6,0,Transport,Transport_CT00014_352
CT00014,4,0,Transport,Transport_CT00014_353
CT00014,6,1,Transport,Transport_CT00014_354
CT00014,4,0,Transport,Transport_CT00014_355
CT00014,5,0,Transport,Transport_CT00014_356
CT00014,5,1,Transport,Transport_CT00014_357
CT00014,6,0,Transport,Transport_CT00014_358
CT00014,6,0,Transport,Transport_CT00014_359
CT00014,7,0,Transport,Transport_CT00014_360
CT00014,3,0,Transport,Transport_CT00014_361
CT00014,7,0,Transport,Transport_CT00014_362
CT00014,1,1,Transport,Transport_CT00014_363
CT00014,6,0,Transport,Transport_CT00014_364
CT00014,7,1,Transport,Transport_CT00014_365
CT00014,3,0,Transport,Transport_CT00014_366
CT00014,3,0,Transport,Transport_CT00014_367
CT00014,1,0,Transport,Transport_CT00014_368
CT00014,3,0,Transport,Transport_CT00014_369
CT00014,7,0,Transport,Transport_CT00014_370
CT00014,3,0,Transport,Transport_CT00014_371
CT00014,1,3,Transport,Transport_CT00014_372
CT00015,2,0,Transport,Transport_CT00015_373
CT00015,4,0,Transport,Transport_CT00015_374
CT00015,2,0,Transport,Transport_CT00015_375
CT00015,6,0,Transport,Transport_CT00015_376
CT00015,1,0,Transport,Transport_CT00015_377
CT00015,4,0,Transport,Transport_CT00015_378
CT00015,4,0,Transport,Transport_CT00015_379
CT00015,3,0,Transport,Transport_CT00015_380
CT00015,6,0,Transport,Transport_CT00015_381
CT00015,6,0,Transport,Transport_CT00015_382
CT00015,3,0,Transport,Transport_CT00015_383
CT00015,1,2,Transport,Transport_CT00015_384
CT00016,3,0,Transport,Transport_CT00016_385
CT00016,8,0,Transport,Transport_CT00016_386
CT00016,7,0,Transport,Transport_CT00016_387
CT00016,9,1,Transport,Transport_CT00016_388
CT00016,4,0,Transport,Transport_CT00016_389
CT00016,3,0,Transport,Transport_CT00016_390
CT00016,3,0,Transport,Transport_CT00016_391
CT00016,3,0,Transport,Transport_CT00016_392
CT00016,3,2,Transport,Transport_CT00016_393
CT00016,2,0,Transport,Transport_CT00016_394
CT00016,11,0,Transport,Transport_CT00016_395
CT00016,4,0,Transport,Transport_CT00016_396
CT00016,2,0,Transport,Transport_CT00016_397
CT00016,3,0,Transport,Transport_CT00016_398
CT00016,4,0,Transport,Transport_CT00016_399
CT00016,4,0,Transport,Transport_CT00016_400
CT00016,6,0,Transport,Transport_CT00016_401
CT00016,3,0,Transport,Transport_CT00016_402
CT00016,1,1,Transport,Transport_CT00016_403
CT00016,7,0,Transport,Transport_CT00016_404
CT00016,6,1,Transport,Transport_CT00016_405
CT00016,3,0,Transport,Transport_CT00016_406
CT00016,2,0,Transport,Transport_CT00016_407
CT00016,2,0,Transport,Transport_CT00016_408
CT00016,3,0,Transport,Transport_CT00016_409
CT00016,3,0,Transport,Transport_CT00016_410
CT00016,2,0,Transport,Transport_CT00016_411
CT00016,5,1,Transport,Transport_CT00016_412
CT00016,1,2,Transport,Transport_CT00016_413
CT00016,9,0,Transport,Transport_CT00016_414
CT00016,7,0,Transport,Transport_CT00016_415
CT00016,4,0,Transport,Transport_CT00016_416
CT00016,7,1,Transport,Transport_CT00016_417
CT00016,5,1,Transport,Transport_CT00016_418
CT00016,7,0,Transport,Transport_CT00016_419
CT00016,6,0,Transport,Transport_CT00016_420
CT00016,4,0,Transport,Transport_CT00016_421
CT00016,2,0,Transport,Transport_CT00016_422
CT00016,5,0,Transport,Transport_CT00016_423
CT00016,2,0,Transport,Transport_CT00016_424
CT00016,4,1,Transport,Transport_CT00016_425
CT00016,5,1,Transport,Transport_CT00016_426
CT00016,3,0,Transport,Transport_CT00016_427
CT00016,5,0,Transport,Transport_CT00016_428
CT00016,7,0,Transport,Transport_CT00016_429
CT00016,4,0,Transport,Transport_CT00016_430
CT00016,5,0,Transport,Transport_CT00016_431
CT00016,5,0,Transport,Transport_CT00016_432
CT00017,3,0,Transport,Transport_CT00017_433
CT00017,5,1,Transport,Transport_CT00017_434
CT00017,3,0,Transport,Transport_CT00017_435
CT00017,4,0,Transport,Transport_CT00017_436
CT00017,4,1,Transport,Transport_CT00017_437
CT00017,7,0,Transport,Transport_CT00017_438
CT00017,1,0,Transport,Transport_CT00017_439
CT00017,5,0,Transport,Transport_CT00017_440
CT00017,4,0,Transport,Transport_CT00017_441
CT00017,5,0,Transport,Transport_CT00017_442
CT00017,7,0,Transport,Transport_CT00017_443
CT00017,4,0,Transport,Transport_CT00017_444
CT00017,2,0,Transport,Transport_CT00017_445
CT00017,3,0,Transport,Transport_CT00017_446
CT00017,2,0,Transport,Transport_CT00017_447
CT00017,5,0,Transport,Transport_CT00017_448
CT00017,3,0,Transport,Transport_CT00017_449
CT00017,2,0,Transport,Transport_CT00017_450
CT00017,2,1,Transport,Transport_CT00017_451
CT00017,6,0,Transport,Transport_CT00017_452
CT00017,0,1,Transport,Transport_CT00017_453
CT00018,8,0,Transport,Transport_CT00018_454
CT00018,5,1,Transport,Transport_CT00018_455
CT00018,11,0,Transport,Transport_CT00018_456
CT00018,4,0,Transport,Transport_CT00018_457
CT00018,5,0,Transport,Transport_CT00018_458
CT00018,6,0,Transport,Transport_CT00018_459
CT00018,7,0,Transport,Transport_CT00018_460
CT00018,2,0,Transport,Transport_CT00018_461
CT00018,6,0,Transport,Transport_CT00018_462
CT00018,3,0,Transport,Transport_CT00018_463
CT00018,3,0,Transport,Transport_CT00018_464
CT00018,7,0,Transport,Transport_CT00018_465
CT00018,2,0,Transport,Transport_CT00018_466
CT00018,1,0,Transport,Transport_CT00018_467
CT00018,5,1,Transport,Transport_CT00018_468
CT00018,6,0,Transport,Transport_CT00018_469
CT00018,7,0,Transport,Transport_CT00018_470
CT00018,4,0,Transport,Transport_CT00018_471
CT00018,2,0,Transport,Transport_CT00018_472
CT00018,8,2,Transport,Transport_CT00018_473
CT00018,4,0,Transport,Transport_CT00018_474
CT00018,2,0,Transport,Transport_CT00018_475
CT00018,2,0,Transport,Transport_CT00018_476
CT00018,4,1,Transport,Transport_CT00018_477
CT00018,5,0,Transport,Transport_CT00018_478
CT00018,9,0,Transport,Transport_CT00018_479
CT00018,4,0,Transport,Transport_CT00018_480
CT00018,3,0,Transport,Transport_CT00018_481
CT00018,7,2,Transport,Transport_CT00018_482
CT00018,5,0,Transport,Transport_CT00018_483
CT00018,2,1,Transport,Transport_CT00018_484
CT00018,4,1,Transport,Transport_CT00018_485
CT00018,2,0,Transport,Transport_CT00018_486
CT00019,7,0,Transport,Transport_CT00019_487
CT00019,9,0,Transport,Transport_CT00019_488
CT00019,5,0,Transport,Transport_CT00019_489
CT00019,6,0,Transport,Transport_CT00019_490
CT00019,3,0,Transport,Transport_CT00019_491
CT00019,3,1,Transport,Transport_CT00019_492
CT00020,5,0,Transport,Transport_CT00020_493
CT00020,5,0,Transport,Transport_CT00020_494
CT00020,6,0,Transport,Transport_CT00020_495
CT00020,8,0,Transport,Transport_CT00020_496
CT00020,3,0,Transport,Transport_CT00020_497
CT00020,3,0,Transport,Transport_CT00020_498
CT00020,2,1,Transport,Transport_CT00020_499
CT00020,4,0,Transport,Transport_CT00020_500
CT00020,5,0,Transport,Transport_CT00020_501
CT00020,9,0,Transport,Transport_CT00020_502
CT00020,2,0,Transport,Transport_CT00020_503
CT00020,6,0,Transport,Transport_CT00020_504
CT00020,6,0,Transport,Transport_CT00020_505
CT00020,4,0,Transport,Transport_CT00020_506
CT00020,3,0,Transport,Transport_CT00020_507
CT00020,2,0,Transport,Transport_CT00020_508
CT00020,3,1,Transport,Transport_CT00020_509
CT00020,6,0,Transport,Transport_CT00020_510
CT00020,6,1,Transport,Transport_CT00020_511
CT00020,2,0,Transport,Transport_CT00020_512
CT00020,3,0,Transport,Transport_CT00020_513
CT00020,4,0,Transport,Transport_CT00020_514
CT00020,2,1,Transport,Transport_CT00020_515
CT00020,8,1,Transport,Transport_CT00020_516
CT00020,5,0,Transport,Transport_CT00020_517
CT00020,6,0,Transport,Transport_CT00020_518
CT00020,5,1,Transport,Transport_CT00020_519
CT00020,8,0,Transport,Transport_CT00020_520
CT00020,2,0,Transport,Transport_CT00020_521
CT00020,2,2,Transport,Transport_CT00020_522
CT00020,8,0,Transport,Transport_CT00020_523
CT00020,4,2,Transport,Transport_CT00020_524
CT00020,1,0,Transport,Transport_CT00020_525
CT00020,3,1,Transport,Transport_CT00020_526
CT00020,5,0,Transport,Transport_CT00020_527
CT00020,7,0,Transport,Transport_CT00020_528
CT00020,3,0,Transport,Transport_CT00020_529
CT00020,5,0,Transport,Transport_CT00020_530
CT00020,4,1,Transport,Transport_CT00020_531
CT00020,8,0,Transport,Transport_CT00020_532
CT00020,4,0,Transport,Transport_CT00020_533
CT00020,2,3,Transport,Transport_CT00020_534
CT00020,5,1,Transport,Transport_CT00020_535
CT00020,2,0,Transport,Transport_CT00020_536
CT00020,2,1,Transport,Transport_CT00020_537
CT00020,8,0,Transport,Transport_CT00020_538
CT00020,3,1,Transport,Transport_CT00020_539
CT00020,3,0,Transport,Transport_CT00020_540
CT00020,4,0,Transport,Transport_CT00020_541
CT00020,5,0,Transport,Transport_CT00020_542
CT00020,6,0,Transport,Transport_CT00020_543
CT00020,7,0,Transport,Transport_CT00020_544
CT00020,5,0,Transport,Transport_CT00020_545
CT00020,6,0,Transport,Transport_CT00020_546
CT00020,1,0,Transport,Transport_CT00020_547
CT00020,4,0,Transport,Transport_CT00020_548
CT00020,4,0,Transport,Transport_CT00020_549
CT00020,7,0,Transport,Transport_CT00020_550
CT00020,4,0,Transport,Transport_CT00020_551
CT00020,5,0,Transport,Transport_CT00020_552
CT00020,4,0,Transport,Transport_CT00020_553
CT00020,7,0,Transport,Transport_CT00020_554
CT00020,4,0,Transport,Transport_CT00020_555
CT00020,4,0,Transport,Transport_CT00020_556
CT00020,6,0,Transport,Transport_CT00020_557
CT00020,6,0,Transport,Transport_CT00020_558
CT00020,4,0,Transport,Transport_CT00020_559
CT00020,6,0,Transport,Transport_CT00020_560
CT00020,3,0,Transport,Transport_CT00020_561
CT00020,8,0,Transport,Transport_CT00020_562
CT00020,4,0,Transport,Transport_CT00020_563
CT00020,3,0,Transport,Transport_CT00020_564
CT00020,3,0,Transport,Transport_CT00020_565
CT00020,2,0,Transport,Transport_CT00020_566
CT00020,3,0,Transport,Transport_CT00020_567
CT00020,5,0,Transport,Transport_CT00020_568
CT00020,9,0,Transport,Transport_CT00020_569
CT00020,4,0,Transport,Transport_CT00020_570
CT00020,8,2,Transport,Transport_CT00020_571
CT00020,6,0,Transport,Transport_CT00020_572
CT00020,6,0,Transport,Transport_CT00020_573
CT00020,3,1,Transport,Transport_CT00020_574
CT00020,5,0,Transport,Transport_CT00020_575
CT00020,5,2,Transport,Transport_CT00020_576
CT00020,5,0,Transport,Transport_CT00020_577
CT00020,4,0,Transport,Transport_CT00020_578
CT00020,8,1,Transport,Transport_CT00020_579
CT00020,5,0,Transport,Transport_CT00020_580
