geo_unit,n_male,n_female,industry_code,name
CT00004,7,1,Industrial,Industrial_CT00004_67
CT00004,7,2,Industrial,Industrial_CT00004_68
CT00004,5,1,Industrial,Industrial_CT00004_69
CT00004,5,2,Industrial,Industrial_CT00004_70
CT00004,4,0,Industrial,Industrial_CT00004_71
CT00004,10,2,Industrial,Industrial_CT00004_72
CT00004,6,4,Industrial,Industrial_CT00004_73
CT00004,7,1,Industrial,Industrial_CT00004_74
CT00004,5,2,Industrial,Industrial_CT00004_75
CT00004,5,1,Industrial,Industrial_CT00004_76
CT00004,5,3,Industrial,Industrial_CT00004_77
CT00004,8,1,Industrial,Industrial_CT00004_78
CT00004,5,1,Industrial,Industrial_CT00004_79
CT00004,6,2,Industrial,Industrial_CT00004_80
CT00004,9,2,Industrial,Industrial_CT00004_81
CT00004,4,1,Industrial,Industrial_CT00004_82
CT00004,8,2,Industrial,Industrial_CT00004_83
CT00004,5,1,Industrial,Industrial_CT00004_84
CT00004,10,0,Industrial,Industrial_CT00004_85
CT00004,4,2,Industrial,Industrial_CT00004_86
CT00004,7,0,Industrial,Industrial_CT00004_87
CT00004,10,1,Industrial,Industrial_CT00004_88
CT00004,7,2,Industrial,Industrial_CT00004_89
CT00004,11,1,Industrial,Industrial_CT00004_90
CT00004,5,1,Industrial,Industrial_CT00004_91
CT00004,9,1,Industrial,Industrial_CT00004_92
CT00004,8,1,Industrial,Industrial_CT00004_93
CT00004,8,0,Industrial,Industrial_CT00004_94
CT00004,5,1,Industrial,Industrial_CT00004_95
CT00004,9,2,Industrial,Industrial_CT00004_96
CT00004,7,2,Industrial,Industrial_CT00004_97
CT00004,4,1,Industrial,Industrial_CT00004_98
CT00004,10,0,Industrial,Industrial_CT00004_99
CT00004,2,2,Industrial,Industrial_CT00004_100
CT00004,5,1,Industrial,Industrial_CT00004_101
CT00004,4,1,Industrial,Industrial_CT00004_102
CT00004,9,2,Industrial,Industrial_CT00004_103
CT00004,9,1,Industrial,Industrial_CT00004_104
CT00004,6,0,Industrial,Industrial_CT00004_105
CT00004,7,1,Industrial,Industrial_CT00004_106
CT00004,5,2,Industrial,Industrial_CT00004_107
CT00004,10,4,Industrial,Industrial_CT00004_108
CT00004,11,2,Industrial,Industrial_CT00004_109
CT00004,8,1,Industrial,Industrial_CT00004_110
CT00004,4,1,Industrial,Industrial_CT00004_111
CT00004,9,1,Industrial,Industrial_CT00004_112
CT00004,6,1,Industrial,Industrial_CT00004_113
CT00004,5,0,Industrial,Industrial_CT00004_114
CT00004,4,1,Industrial,Industrial_CT00004_115
CT00004,8,1,Industrial,Industrial_CT00004_116
CT00004,5,0,Industrial,Industrial_CT00004_117
CT00004,7,2,Industrial,Industrial_CT00004_118
CT00004,3,1,Industrial,Industrial_CT00004_119
CT00004,4,1,Industrial,Industrial_CT00004_120
CT00004,11,1,Industrial,Industrial_CT00004_121
CT00004,2,1,Industrial,Industrial_CT00004_122
CT00004,5,0,Industrial,Industrial_CT00004_123
CT00004,5,0,Industrial,Industrial_CT00004_124
CT00004,7,0,Industrial,Industrial_CT00004_125
CT00004,5,0,Industrial,Industrial_CT00004_126
CT00004,5,0,Industrial,Industrial_CT00004_127
CT00004,7,0,Industrial,Industrial_CT00004_128
CT00004,11,0,Industrial,Industrial_CT00004_129
CT00004,7,0,Industrial,Industrial_CT00004_130
CT00004,4,0,Industrial,Industrial_CT00004_131
CT00004,7,1,Industrial,Industrial_CT00004_132
CT00004,8,1,Industrial,Industrial_CT00004_133
CT00004,4,1,Industrial,Industrial_CT00004_134
CT00004,10,5,Industrial,Industrial_CT00004_135
CT00004,3,4,Industrial,Industrial_CT00004_136
CT00004,7,1,Industrial,Industrial_CT00004_137
CT00004,9,1,Industrial,Industrial_CT00004_138
CT00004,9,1,Industrial,Industrial_CT00004_139
CT00004,5,0,Industrial,Industrial_CT00004_140
CT00004,11,3,Industrial,Industrial_CT00004_141
CT00004,8,0,Industrial,Industrial_CT00004_142
CT00004,5,0,Industrial,Industrial_CT00004_143
CT00004,11,2,Industrial,Industrial_CT00004_144
CT00004,10,2,Industrial,Industrial_CT00004_145
CT00004,5,2,Industrial,Industrial_CT00004_146
CT00004,5,1,Industrial,Industrial_CT00004_147
CT00004,9,1,Industrial,Industrial_CT00004_148
CT00004,10,1,Industrial,Industrial_CT00004_149
CT00004,13,0,Industrial,Industrial_CT00004_150
CT00004,3,1,Industrial,Industrial_CT00004_151
CT00004,6,2,Industrial,Industrial_CT00004_152
CT00004,12,2,Industrial,Industrial_CT00004_153
CT00004,11,0,Industrial,Industrial_CT00004_154
CT00004,6,0,Industrial,Industrial_CT00004_155
CT00004,7,1,Industrial,Industrial_CT00004_156
CT00004,7,0,Industrial,Industrial_CT00004_157
CT00004,4,4,Industrial,Industrial_CT00004_158
CT00004,7,0,Industrial,Industrial_CT00004_159
CT00004,6,0,Industrial,Industrial_CT00004_160
CT00004,12,0,Industrial,Industrial_CT00004_161
CT00004,6,0,Industrial,Industrial_CT00004_162
CT00004,10,0,Industrial,Industrial_CT00004_163
CT00004,6,0,Industrial,Industrial_CT00004_164
CT00004,11,0,Industrial,Industrial_CT00004_165
CT00004,8,1,Industrial,Industrial_CT00004_166
CT00004,13,2,Industrial,Industrial_CT00004_167
CT00004,5,3,Industrial,Industrial_CT00004_168
CT00004,3,0,Industrial,Industrial_CT00004_169
CT00004,7,1,Industrial,Industrial_CT00004_170
CT00004,4,0,Industrial,Industrial_CT00004_171
CT00004,11,1,Industrial,Industrial_CT00004_172
CT00004,5,0,Industrial,Industrial_CT00004_173
CT00004,4,2,Industrial,Industrial_CT00004_174
CT00004,8,1,Industrial,Industrial_CT00004_175
CT00004,3,2,Industrial,Industrial_CT00004_176
CT00004,8,1,Industrial,Industrial_CT00004_177
CT00004,4,1,Industrial,Industrial_CT00004_178
CT00004,4,2,Industrial,Industrial_CT00004_179
CT00004,13,1,Industrial,Industrial_CT00004_180
CT00004,10,0,Industrial,Industrial_CT00004_181
CT00004,8,1,Industrial,Industrial_CT00004_182
CT00004,5,0,Industrial,Industrial_CT00004_183
CT00004,8,1,Industrial,Industrial_CT00004_184
CT00004,8,1,Industrial,Industrial_CT00004_185
CT00004,9,1,Industrial,Industrial_CT00004_186
CT00004,4,1,Industrial,Industrial_CT00004_187
CT00004,6,2,Industrial,Industrial_CT00004_188
CT00004,4,0,Industrial,Industrial_CT00004_189
CT00004,3,1,Industrial,Industrial_CT00004_190
CT00004,9,2,Industrial,Industrial_CT00004_191
CT00004,7,1,Industrial,Industrial_CT00004_192
CT00004,6,0,Industrial,Industrial_CT00004_193
CT00004,7,0,Industrial,Industrial_CT00004_194
CT00004,7,2,Industrial,Industrial_CT00004_195
CT00004,7,0,Industrial,Industrial_CT00004_196
CT00004,10,0,Industrial,Industrial_CT00004_197
CT00004,7,0,Industrial,Industrial_CT00004_198
CT00004,9,3,Industrial,Industrial_CT00004_199
CT00004,6,1,Industrial,Industrial_CT00004_200
CT00004,2,0,Industrial,Industrial_CT00004_201
CT00004,6,0,Industrial,Industrial_CT00004_202
CT00004,9,1,Industrial,Industrial_CT00004_203
CT00004,6,1,Industrial,Industrial_CT00004_204
CT00004,13,1,Industrial,Industrial_CT00004_205
CT00004,7,2,Industrial,Industrial_CT00004_206
CT00004,6,0,Industrial,Industrial_CT00004_207
CT00004,13,1,Industrial,Industrial_CT00004_208
CT00004,7,2,Industrial,Industrial_CT00004_209
CT00004,5,2,Industrial,Industrial_CT00004_210
CT00004,4,3,Industrial,Industrial_CT00004_211
CT00004,3,2,Industrial,Industrial_CT00004_212
CT00004,8,1,Industrial,Industrial_CT00004_213
CT00004,1,7,Industrial,Industrial_CT00004_214
CT00004,0,9,Industrial,Industrial_CT00004_215
CT00004,0,10,Industrial,Industrial_CT00004_216
CT00004,0,3,Industrial,Industrial_CT00004_217
CT00005,6,0,Industrial,Industrial_CT00005_218
CT00005,15,1,Industrial,Industrial_CT00005_219
CT00005,7,0,Industrial,Industrial_CT00005_220
CT00005,8,2,Industrial,Industrial_CT00005_221
CT00005,7,0,Industrial,Industrial_CT00005_222
CT00005,9,3,Industrial,Industrial_CT00005_223
CT00005,8,1,Industrial,Industrial_CT00005_224
CT00005,8,4,Industrial,Industrial_CT00005_225
CT00005,3,0,Industrial,Industrial_CT00005_226
CT00005,3,0,Industrial,Industrial_CT00005_227
CT00006,7,0,Industrial,Industrial_CT00006_228
CT00006,7,3,Industrial,Industrial_CT00006_229
CT00006,6,0,Industrial,Industrial_CT00006_230
CT00006,6,1,Industrial,Industrial_CT00006_231
CT00006,8,0,Industrial,Industrial_CT00006_232
CT00006,10,0,Industrial,Industrial_CT00006_233
CT00006,7,1,Industrial,Industrial_CT00006_234
CT00006,4,0,Industrial,Industrial_CT00006_235
CT00006,8,2,Industrial,Industrial_CT00006_236
CT00006,7,0,Industrial,Industrial_CT00006_237
CT00006,7,1,Industrial,Industrial_CT00006_238
CT00006,7,0,Industrial,Industrial_CT00006_239
CT00006,2,0,Industrial,Industrial_CT00006_240
CT00006,1,0,Industrial,Industrial_CT00006_241
CT00007,8,0,Industrial,Industrial_CT00007_242
CT00007,5,3,Industrial,Industrial_CT00007_243
CT00007,9,0,Industrial,Industrial_CT00007_244
CT00007,4,1,Industrial,Industrial_CT00007_245
CT00007,7,1,Industrial,Industrial_CT00007_246
CT00007,8,2,Industrial,Industrial_CT00007_247
CT00007,5,0,Industrial,Industrial_CT00007_248
CT00007,3,2,Industrial,Industrial_CT00007_249
CT00007,13,0,Industrial,Industrial_CT00007_250
CT00007,9,4,Industrial,Industrial_CT00007_251
CT00007,8,0,Industrial,Industrial_CT00007_252
CT00007,3,0,Industrial,Industrial_CT00007_253
CT00007,8,4,Industrial,Industrial_CT00007_254
CT00007,9,0,Industrial,Industrial_CT00007_255
CT00007,5,2,Industrial,Industrial_CT00007_256
CT00007,3,0,Industrial,Industrial_CT00007_257
CT00007,9,2,Industrial,Industrial_CT00007_258
CT00007,11,0,Industrial,Industrial_CT00007_259
CT00007,8,2,Industrial,Industrial_CT00007_260
CT00007,7,0,Industrial,Industrial_CT00007_261
CT00007,10,0,Industrial,Industrial_CT00007_262
CT00007,6,0,Industrial,Industrial_CT00007_263
CT00008,7,0,Industrial,Industrial_CT00008_264
CT00008,6,0,Industrial,Industrial_CT00008_265
CT00008,9,1,Industrial,Industrial_CT00008_266
CT00008,3,1,Industrial,Industrial_CT00008_267
CT00008,9,2,Industrial,Industrial_CT00008_268
CT00008,7,3,Industrial,Industrial_CT00008_269
CT00008,7,1,Industrial,Industrial_CT00008_270
CT00008,9,1,Industrial,Industrial_CT00008_271
CT00008,10,2,Industrial,Industrial_CT00008_272
CT00008,9,0,Industrial,Industrial_CT00008_273
CT00008,7,5,Industrial,Industrial_CT00008_274
CT00008,9,2,Industrial,Industrial_CT00008_275
CT00008,11,1,Industrial,Industrial_CT00008_276
CT00008,8,1,Industrial,Industrial_CT00008_277
CT00008,9,0,Industrial,Industrial_CT00008_278
CT00008,9,1,Industrial,Industrial_CT00008_279
CT00008,10,0,Industrial,Industrial_CT00008_280
CT00008,12,2,Industrial,Industrial_CT00008_281
CT00008,6,1,Industrial,Industrial_CT00008_282
CT00008,2,2,Industrial,Industrial_CT00008_283
CT00008,2,0,Industrial,Industrial_CT00008_284
CT00008,9,3,Industrial,Industrial_CT00008_285
CT00008,11,1,Industrial,Industrial_CT00008_286
CT00008,7,0,Industrial,Industrial_CT00008_287
CT00008,12,0,Industrial,Industrial_CT00008_288
CT00008,8,0,Industrial,Industrial_CT00008_289
CT00008,8,2,Industrial,Industrial_CT00008_290
CT00008,3,1,Industrial,Industrial_CT00008_291
CT00008,4,1,Industrial,Industrial_CT00008_292
CT00008,6,2,Industrial,Industrial_CT00008_293
CT00008,7,1,Industrial,Industrial_CT00008_294
CT00008,3,1,Industrial,Industrial_CT00008_295
CT00008,4,3,Industrial,Industrial_CT00008_296
CT00008,4,1,Industrial,Industrial_CT00008_297
CT00008,2,2,Industrial,Industrial_CT00008_298
CT00008,6,1,Industrial,Industrial_CT00008_299
CT00008,8,0,Industrial,Industrial_CT00008_300
CT00008,5,3,Industrial,Industrial_CT00008_301
CT00008,6,1,Industrial,Industrial_CT00008_302
CT00008,10,1,Industrial,Industrial_CT00008_303
CT00008,2,2,Industrial,Industrial_CT00008_304
CT00008,3,0,Industrial,Industrial_CT00008_305
CT00008,9,0,Industrial,Industrial_CT00008_306
CT00008,8,2,Industrial,Industrial_CT00008_307
CT00008,6,2,Industrial,Industrial_CT00008_308
CT00008,6,1,Industrial,Industrial_CT00008_309
CT00008,6,1,Industrial,Industrial_CT00008_310
CT00008,9,2,Industrial,Industrial_CT00008_311
CT00008,7,2,Industrial,Industrial_CT00008_312
CT00008,12,1,Industrial,Industrial_CT00008_313
CT00008,11,0,Industrial,Industrial_CT00008_314
CT00008,10,0,Industrial,Industrial_CT00008_315
CT00008,4,0,Industrial,Industrial_CT00008_316
CT00008,3,0,Industrial,Industrial_CT00008_317
CT00008,7,0,Industrial,Industrial_CT00008_318
CT00008,3,0,Industrial,Industrial_CT00008_319
CT00009,11,0,Industrial,Industrial_CT00009_320
CT00009,8,3,Industrial,Industrial_CT00009_321
CT00009,8,4,Industrial,Industrial_CT00009_322
CT00009,9,1,Industrial,Industrial_CT00009_323
CT00009,9,0,Industrial,Industrial_CT00009_324
CT00009,7,0,Industrial,Industrial_CT00009_325
CT00009,9,1,Industrial,Industrial_CT00009_326
CT00009,10,1,Industrial,Industrial_CT00009_327
CT00009,6,1,Industrial,Industrial_CT00009_328
CT00009,4,2,Industrial,Industrial_CT00009_329
CT00009,8,2,Industrial,Industrial_CT00009_330
CT00009,10,3,Industrial,Industrial_CT00009_331
CT00009,11,2,Industrial,Industrial_CT00009_332
CT00009,5,2,Industrial,Industrial_CT00009_333
CT00009,7,1,Industrial,Industrial_CT00009_334
CT00009,5,1,Industrial,Industrial_CT00009_335
CT00009,4,5,Industrial,Industrial_CT00009_336
CT00009,9,2,Industrial,Industrial_CT00009_337
CT00009,7,0,Industrial,Industrial_CT00009_338
CT00009,5,3,Industrial,Industrial_CT00009_339
CT00009,6,1,Industrial,Industrial_CT00009_340
CT00009,8,1,Industrial,Industrial_CT00009_341
CT00009,4,0,Industrial,Industrial_CT00009_342
CT00009,6,2,Industrial,Industrial_CT00009_343
CT00009,9,1,Industrial,Industrial_CT00009_344
CT00009,9,2,Industrial,Industrial_CT00009_345
CT00009,5,3,Industrial,Industrial_CT00009_346
CT00009,10,1,Industrial,Industrial_CT00009_347
CT00009,9,0,Industrial,Industrial_CT00009_348
CT00009,6,2,Industrial,Industrial_CT00009_349
CT00009,6,0,Industrial,Industrial_CT00009_350
CT00009,7,1,Industrial,Industrial_CT00009_351
CT00009,5,0,Industrial,Industrial_CT00009_352
CT00009,9,3,Industrial,Industrial_CT00009_353
CT00009,8,0,Industrial,Industrial_CT00009_354
CT00009,10,0,Industrial,Industrial_CT00009_355
CT00009,9,0,Industrial,Industrial_CT00009_356
CT00009,10,0,Industrial,Industrial_CT00009_357
CT00009,1,0,Industrial,Industrial_CT00009_358
CT00009,12,2,Industrial,Industrial_CT00009_359
CT00009,6,1,Industrial,Industrial_CT00009_360
CT00009,6,0,Industrial,Industrial_CT00009_361
CT00009,7,3,Industrial,Industrial_CT00009_362
CT00009,6,2,Industrial,Industrial_CT00009_363
CT00009,9,2,Industrial,Industrial_CT00009_364
CT00009,5,1,Industrial,Industrial_CT00009_365
CT00009,8,2,Industrial,Industrial_CT00009_366
CT00009,5,3,Industrial,Industrial_CT00009_367
CT00009,10,4,Industrial,Industrial_CT00009_368
CT00009,7,0,Industrial,Industrial_CT00009_369
CT00009,8,1,Industrial,Industrial_CT00009_370
CT00009,5,1,Industrial,Industrial_CT00009_371
CT00009,4,2,Industrial,Industrial_CT00009_372
CT00009,4,0,Industrial,Industrial_CT00009_373
CT00009,6,1,Industrial,Industrial_CT00009_374
CT00009,4,1,Industrial,Industrial_CT00009_375
CT00009,2,0,Industrial,Industrial_CT00009_376
CT00009,7,0,Industrial,Industrial_CT00009_377
CT00009,4,0,Industrial,Industrial_CT00009_378
CT00009,1,0,Industrial,Industrial_CT00009_379
CT00009,1,0,Industrial,Industrial_CT00009_380
CT00010,11,2,Industrial,Industrial_CT00010_381
CT00010,2,2,Industrial,Industrial_CT00010_382
CT00010,16,1,Industrial,Industrial_CT00010_383
CT00010,6,2,Industrial,Industrial_CT00010_384
CT00010,6,0,Industrial,Industrial_CT00010_385
CT00010,3,1,Industrial,Industrial_CT00010_386
CT00010,8,1,Industrial,Industrial_CT00010_387
CT00010,5,0,Industrial,Industrial_CT00010_388
CT00010,7,2,Industrial,Industrial_CT00010_389
CT00010,9,0,Industrial,Industrial_CT00010_390
CT00010,6,0,Industrial,Industrial_CT00010_391
CT00010,8,2,Industrial,Industrial_CT00010_392
CT00010,2,1,Industrial,Industrial_CT00010_393
CT00010,4,0,Industrial,Industrial_CT00010_394
CT00010,1,2,Industrial,Industrial_CT00010_395
CT00010,4,1,Industrial,Industrial_CT00010_396
CT00010,7,0,Industrial,Industrial_CT00010_397
CT00010,7,2,Industrial,Industrial_CT00010_398
CT00010,8,1,Industrial,Industrial_CT00010_399
CT00010,4,1,Industrial,Industrial_CT00010_400
CT00010,10,0,Industrial,Industrial_CT00010_401
CT00010,9,0,Industrial,Industrial_CT00010_402
CT00010,9,0,Industrial,Industrial_CT00010_403
CT00010,9,3,Industrial,Industrial_CT00010_404
CT00010,7,2,Industrial,Industrial_CT00010_405
CT00010,7,1,Industrial,Industrial_CT00010_406
CT00010,7,0,Industrial,Industrial_CT00010_407
CT00010,2,0,Industrial,Industrial_CT00010_408
CT00010,4,3,Industrial,Industrial_CT00010_409
CT00010,4,3,Industrial,Industrial_CT00010_410
CT00010,8,0,Industrial,Industrial_CT00010_411
CT00010,5,3,Industrial,Industrial_CT00010_412
CT00010,9,1,Industrial,Industrial_CT00010_413
CT00010,12,1,Industrial,Industrial_CT00010_414
CT00010,11,1,Industrial,Industrial_CT00010_415
CT00010,10,0,Industrial,Industrial_CT00010_416
CT00010,15,2,Industrial,Industrial_CT00010_417
CT00010,13,1,Industrial,Industrial_CT00010_418
CT00010,13,1,Industrial,Industrial_CT00010_419
CT00010,8,1,Industrial,Industrial_CT00010_420
CT00010,13,0,Industrial,Industrial_CT00010_421
CT00010,11,1,Industrial,Industrial_CT00010_422
CT00010,9,4,Industrial,Industrial_CT00010_423
CT00010,8,0,Industrial,Industrial_CT00010_424
CT00010,8,3,Industrial,Industrial_CT00010_425
CT00010,7,1,Industrial,Industrial_CT00010_426
CT00010,5,0,Industrial,Industrial_CT00010_427
CT00010,5,1,Industrial,Industrial_CT00010_428
CT00010,2,0,Industrial,Industrial_CT00010_429
CT00010,4,2,Industrial,Industrial_CT00010_430
CT00010,6,1,Industrial,Industrial_CT00010_431
CT00010,7,3,Industrial,Industrial_CT00010_432
CT00010,6,1,Industrial,Industrial_CT00010_433
CT00010,7,2,Industrial,Industrial_CT00010_434
CT00010,7,0,Industrial,Industrial_CT00010_435
CT00010,9,1,Industrial,Industrial_CT00010_436
CT00010,7,2,Industrial,Industrial_CT00010_437
CT00010,8,0,Industrial,Industrial_CT00010_438
CT00010,6,0,Industrial,Industrial_CT00010_439
CT00010,5,0,Industrial,Industrial_CT00010_440
CT00010,7,0,Industrial,Industrial_CT00010_441
CT00010,8,0,Industrial,Industrial_CT00010_442
CT00010,6,0,Industrial,Industrial_CT00010_443
CT00010,8,1,Industrial,Industrial_CT00010_444
CT00010,10,2,Industrial,Industrial_CT00010_445
CT00010,5,3,Industrial,Industrial_CT00010_446
CT00010,6,2,Industrial,Industrial_CT00010_447
CT00010,7,0,Industrial,Industrial_CT00010_448
CT00010,7,1,Industrial,Industrial_CT00010_449
CT00010,2,8,Industrial,Industrial_CT00010_450
CT00011,9,2,Industrial,Industrial_CT00011_451
CT00011,10,0,Industrial,Industrial_CT00011_452
CT00011,3,0,Industrial,Industrial_CT00011_453
CT00011,7,0,Industrial,Industrial_CT00011_454
CT00011,8,1,Industrial,Industrial_CT00011_455
CT00011,10,2,Industrial,Industrial_CT00011_456
CT00011,8,1,Industrial,Industrial_CT00011_457
CT00011,2,1,Industrial,Industrial_CT00011_458
CT00012,6,2,Industrial,Industrial_CT00012_459
CT00012,7,0,Industrial,Industrial_CT00012_460
CT00012,6,0,Industrial,Industrial_CT00012_461
CT00012,5,1,Industrial,Industrial_CT00012_462
CT00012,5,0,Industrial,Industrial_CT00012_463
CT00012,14,2,Industrial,Industrial_CT00012_464
CT00012,5,0,Industrial,Industrial_CT00012_465
CT00012,4,2,Industrial,Industrial_CT00012_466
CT00012,3,0,Industrial,Industrial_CT00012_467
CT00012,8,1,Industrial,Industrial_CT00012_468
CT00012,1,1,Industrial,Industrial_CT00012_469
CT00012,10,1,Industrial,Industrial_CT00012_470
CT00012,7,0,Industrial,Industrial_CT00012_471
CT00012,6,1,Industrial,Industrial_CT00012_472
CT00012,4,0,Industrial,Industrial_CT00012_473
CT00012,7,1,Industrial,Industrial_CT00012_474
CT00012,8,1,Industrial,Industrial_CT00012_475
CT00012,5,6,Industrial,Industrial_CT00012_476
CT00013,8,1,Industrial,Industrial_CT00013_477
CT00013,3,1,Industrial,Industrial_CT00013_478
CT00013,7,0,Industrial,Industrial_CT00013_479
CT00013,9,1,Industrial,Industrial_CT00013_480
CT00013,6,1,Industrial,Industrial_CT00013_481
CT00013,7,1,Industrial,Industrial_CT00013_482
CT00013,4,1,Industrial,Industrial_CT00013_483
CT00013,7,1,Industrial,Industrial_CT00013_484
CT00013,6,1,Industrial,Industrial_CT00013_485
CT00013,5,2,Industrial,Industrial_CT00013_486
CT00013,10,1,Industrial,Industrial_CT00013_487
CT00013,9,3,Industrial,Industrial_CT00013_488
CT00013,6,1,Industrial,Industrial_CT00013_489
CT00013,7,0,Industrial,Industrial_CT00013_490
CT00013,10,0,Industrial,Industrial_CT00013_491
CT00013,7,0,Industrial,Industrial_CT00013_492
CT00013,6,1,Industrial,Industrial_CT00013_493
CT00013,8,0,Industrial,Industrial_CT00013_494
CT00013,9,1,Industrial,Industrial_CT00013_495
CT00013,6,3,Industrial,Industrial_CT00013_496
CT00013,8,0,Industrial,Industrial_CT00013_497
CT00013,13,0,Industrial,Industrial_CT00013_498
CT00013,6,1,Industrial,Industrial_CT00013_499
CT00013,8,1,Industrial,Industrial_CT00013_500
CT00013,5,2,Industrial,Industrial_CT00013_501
CT00013,8,1,Industrial,Industrial_CT00013_502
CT00013,5,4,Industrial,Industrial_CT00013_503
CT00013,0,2,Industrial,Industrial_CT00013_504
CT00014,7,3,Industrial,Industrial_CT00014_505
CT00014,3,2,Industrial,Industrial_CT00014_506
CT00014,3,1,Industrial,Industrial_CT00014_507
CT00014,6,3,Industrial,Industrial_CT00014_508
CT00014,9,3,Industrial,Industrial_CT00014_509
CT00014,8,1,Industrial,Industrial_CT00014_510
CT00014,9,0,Industrial,Industrial_CT00014_511
CT00014,5,3,Industrial,Industrial_CT00014_512
CT00014,5,0,Industrial,Industrial_CT00014_513
CT00014,11,0,Industrial,Industrial_CT00014_514
CT00014,5,1,Industrial,Industrial_CT00014_515
CT00014,5,5,Industrial,Industrial_CT00014_516
CT00014,9,0,Industrial,Industrial_CT00014_517
CT00014,5,0,Industrial,Industrial_CT00014_518
CT00014,9,1,Industrial,Industrial_CT00014_519
CT00014,10,0,Industrial,Industrial_CT00014_520
CT00014,6,2,Industrial,Industrial_CT00014_521
CT00014,6,2,Industrial,Industrial_CT00014_522
CT00014,8,3,Industrial,Industrial_CT00014_523
CT00014,4,0,Industrial,Industrial_CT00014_524
CT00014,14,2,Industrial,Industrial_CT00014_525
CT00014,1,2,Industrial,Industrial_CT00014_526
CT00014,9,2,Industrial,Industrial_CT00014_527
CT00014,7,3,Industrial,Industrial_CT00014_528
CT00014,3,0,Industrial,Industrial_CT00014_529
CT00014,8,1,Industrial,Industrial_CT00014_530
CT00014,4,5,Industrial,Industrial_CT00014_531
CT00014,11,2,Industrial,Industrial_CT00014_532
CT00014,9,2,Industrial,Industrial_CT00014_533
CT00014,10,0,Industrial,Industrial_CT00014_534
CT00014,8,3,Industrial,Industrial_CT00014_535
